GeneSymbol,ChemicalName,Organism,Interaction,InteractionActions,PubMedIDs,ChemicalID
VDAC1,chromium hexavalent ion,Homo sapiens,Acetylcysteine inhibits the reaction [chromium hexavalent ion results in increased expression of VDAC1 mRNA],decreases^reaction|increases^expression,22858589,C074702
VDAC1,chromium hexavalent ion,Homo sapiens,chromium hexavalent ion affects the expression of VDAC1 mRNA,affects^expression,23057315,C074702
VDAC1,chromium hexavalent ion,Homo sapiens,chromium hexavalent ion results in increased expression of VDAC1 mRNA,increases^expression,22858589,C074702
VDAC1,chromium hexavalent ion,Homo sapiens,VDAC1 mutant form inhibits the reaction [chromium hexavalent ion results in decreased abundance of Adenosine Triphosphate],decreases^abundance|decreases^reaction,22858589,C074702
VDAC1,chromium hexavalent ion,Homo sapiens,VDAC1 mutant form inhibits the reaction [chromium hexavalent ion results in increased expression of VDAC1 mRNA],decreases^reaction|increases^expression,22858589,C074702
VDAC1,Cisplatin,Homo sapiens,[Arsenic Trioxide results in increased expression of VDAC1 protein] which results in increased susceptibility to Cisplatin,increases^expression|increases^response to substance,22285227,D002945
VDAC1,Cisplatin,Homo sapiens,Cisplatin results in decreased expression of VDAC1 mRNA,decreases^expression,27594783,D002945
VDAC1,Clozapine,Homo sapiens,Clozapine results in decreased expression of VDAC1 protein,decreases^expression,34122009,D003024
VDAC1,Coumestrol,Homo sapiens,Coumestrol results in increased expression of VDAC1 mRNA,increases^expression,19167446,D003375
VDAC1,Curcumin,Homo sapiens,Curcumin promotes the reaction [VDAC1 protein binds to VDAC1 protein],affects^binding|increases^reaction,28343033,D003474
VDAC1,Dexamethasone,Homo sapiens,[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol F] results in decreased expression of VDAC1 mRNA,affects^cotreatment|decreases^expression,28628672,D003907
VDAC1,diallyl trisulfide,Homo sapiens,diallyl trisulfide results in decreased expression of VDAC1 protein,decreases^expression,16344271,C042577
VDAC1,Dichlorodiphenyl Dichloroethylene,Homo sapiens,Dichlorodiphenyl Dichloroethylene results in increased expression of VDAC1 mRNA,increases^expression,38568856,D003633
VDAC1,di-n-butylphosphoric acid,Homo sapiens,di-n-butylphosphoric acid affects the expression of VDAC1 mRNA,affects^expression,37042841,C065087
VDAC1,Disulfiram,Homo sapiens,VDAC1 protein results in increased susceptibility to [Arsenic Trioxide co-treated with Ascorbic Acid co-treated with Disulfiram],affects^cotreatment|increases^response to substance,24126434,D004221
VDAC1,Dopamine,Homo sapiens,Dopamine results in increased expression of VDAC1 protein,increases^expression,24675778,D004298
VDAC1,dorsomorphin,Homo sapiens,"[NOG protein co-treated with trichostatin A co-treated with dorsomorphin co-treated with 4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide] results in increased expression of VDAC1 mRNA",affects^cotreatment|increases^expression,27188386,C516138
VDAC1,Doxorubicin,Homo sapiens,"3-(2,4-dichloro-5-methoxyphenyl)-2-sulfanyl-4(3H)-quinazolinone inhibits the reaction [Doxorubicin results in decreased expression of VDAC1 protein]",decreases^expression|decreases^reaction,29729358,D004317
VDAC1,Doxorubicin,Homo sapiens,Doxorubicin results in decreased expression of VDAC1 protein,decreases^expression,28456571|29729358,D004317
VDAC1,Doxorubicin,Homo sapiens,Erythropoietin inhibits the reaction [Doxorubicin results in decreased expression of VDAC1 protein],decreases^expression|decreases^reaction,28456571,D004317
VDAC1,Doxorubicin,Homo sapiens,MitoTEMPO inhibits the reaction [Doxorubicin results in decreased expression of VDAC1 protein],decreases^expression|decreases^reaction,29729358,D004317
VDAC1,Doxorubicin,Homo sapiens,SIRT1 protein affects the reaction [Doxorubicin results in decreased expression of VDAC1 protein],affects^reaction|decreases^expression,28456571,D004317
VDAC1,Doxorubicin,Homo sapiens,SIRT1 protein affects the reaction [Erythropoietin inhibits the reaction [Doxorubicin results in decreased expression of VDAC1 protein]],affects^reaction|decreases^expression|decreases^reaction,28456571,D004317
VDAC1,efavirenz,Homo sapiens,efavirenz promotes the reaction [VDAC1 protein binds to HSPA9 protein],affects^binding|increases^reaction,28940366,C098320
VDAC1,Emodin,Homo sapiens,Emodin results in decreased expression of VDAC1 mRNA,decreases^expression,16045814,D004642
VDAC1,Erythropoietin,Homo sapiens,Erythropoietin inhibits the reaction [Doxorubicin results in decreased expression of VDAC1 protein],decreases^expression|decreases^reaction,28456571,D004921
VDAC1,Erythropoietin,Homo sapiens,SIRT1 protein affects the reaction [Erythropoietin inhibits the reaction [Doxorubicin results in decreased expression of VDAC1 protein]],affects^reaction|decreases^expression|decreases^reaction,28456571,D004921
VDAC1,Ethinyl Estradiol,Homo sapiens,Ethinyl Estradiol results in increased expression of VDAC1 mRNA,increases^expression,18936297,D004997
VDAC1,Formaldehyde,Homo sapiens,Formaldehyde results in decreased expression of VDAC1 mRNA,decreases^expression,23649840,D005557
VDAC1,fosbretabulin,Homo sapiens,fosbretabulin analog inhibits the reaction [HK2 protein binds to VDAC1 protein],affects^binding|decreases^reaction,35122754,C058728
VDAC1,FR900359,Homo sapiens,FR900359 results in increased phosphorylation of VDAC1 protein,increases^phosphorylation,37730182,C000607068
VDAC1,gossypol acetic acid,Homo sapiens,ATG5 protein affects the reaction [gossypol acetic acid results in decreased expression of VDAC1 protein],affects^reaction|decreases^expression,29938581,C028178
VDAC1,gossypol acetic acid,Homo sapiens,gossypol acetic acid results in decreased expression of VDAC1 protein,decreases^expression,29938581,C028178
VDAC1,Hemocyanins,Homo sapiens,Hemocyanins binds to VDAC1 protein,affects^binding,33630204,D006433
VDAC1,Homocysteine,Homo sapiens,Homocysteine promotes the reaction [HSPA9 protein binds to VDAC1 protein],affects^binding|increases^reaction,33751715,D006710
VDAC1,Homocysteine,Homo sapiens,Homocysteine results in increased expression of VDAC1 protein,increases^expression,33751715,D006710
VDAC1,Hydrogen Peroxide,Homo sapiens,Acetylcysteine inhibits the reaction [Hydrogen Peroxide promotes the reaction [VDAC1 protein binds to VDAC1 protein]],affects^binding|decreases^reaction|increases^reaction,28343033,D006861
VDAC1,Hydrogen Peroxide,Homo sapiens,Acetylcysteine inhibits the reaction [Hydrogen Peroxide results in increased expression of VDAC1 protein],decreases^reaction|increases^expression,28343033,D006861
VDAC1,Hydrogen Peroxide,Homo sapiens,asiatic acid inhibits the reaction [Hydrogen Peroxide results in increased expression of VDAC1 mRNA],decreases^reaction|increases^expression,18802751,D006861
VDAC1,Hydrogen Peroxide,Homo sapiens,Hydrogen Peroxide promotes the reaction [VDAC1 protein binds to VDAC1 protein],affects^binding|increases^reaction,28343033,D006861
VDAC1,Hydrogen Peroxide,Homo sapiens,Hydrogen Peroxide results in increased expression of VDAC1 mRNA,increases^expression,18802751,D006861
VDAC1,Hydrogen Peroxide,Homo sapiens,Hydrogen Peroxide results in increased expression of VDAC1 protein,increases^expression,28343033|34581912,D006861
VDAC1,ICG 001,Homo sapiens,ICG 001 results in decreased expression of VDAC1 mRNA,decreases^expression,26191083,C492448
VDAC1,Indomethacin,Homo sapiens,[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol F] results in decreased expression of VDAC1 mRNA,affects^cotreatment|decreases^expression,28628672,D007213
VDAC1,Ivermectin,Homo sapiens,Ivermectin results in decreased expression of VDAC1 protein,decreases^expression,32959892,D007559
VDAC1,Josamycin,Homo sapiens,VDAC1 protein affects the susceptibility to Josamycin,affects^response to substance,31915244,D015570
VDAC1,lead acetate,Homo sapiens,lead acetate results in decreased expression of VDAC1 protein,decreases^expression,19822599,C008261
VDAC1,ME-344,Homo sapiens,ME-344 analog binds to VDAC1 protein,affects^binding,32546528,C000597890
VDAC1,ME-344,Homo sapiens,VDAC1 affects the susceptibility to ME-344,affects^response to substance,32546528,C000597890
VDAC1,ME-344,Homo sapiens,VDAC1 inhibits the reaction [ME-344 affects the localization of BAX protein],affects^localization|decreases^reaction,32546528,C000597890
VDAC1,ME-344,Homo sapiens,VDAC1 inhibits the reaction [ME-344 results in increased abundance of Reactive Oxygen Species],decreases^reaction|increases^abundance,32546528,C000597890
VDAC1,Melitten,Homo sapiens,Melitten results in increased expression of VDAC1 protein,increases^expression,34375656,D008555
VDAC1,Melphalan,Homo sapiens,[Arsenic Trioxide results in increased expression of VDAC1 protein] which results in increased susceptibility to Melphalan,increases^expression|increases^response to substance,22285227,D008558
VDAC1,Menthol,Homo sapiens,Menthol results in decreased expression of VDAC1 mRNA,decreases^expression,26760959,D008610
VDAC1,Methylmercury Compounds,Homo sapiens,Methylmercury Compounds results in increased expression of VDAC1 protein,increases^expression,35396826,D008767
VDAC1,Methyl Methanesulfonate,Homo sapiens,Methyl Methanesulfonate results in decreased expression of VDAC1 mRNA,decreases^expression,23649840,D008741
VDAC1,MitoTEMPO,Homo sapiens,MitoTEMPO inhibits the reaction [Doxorubicin results in decreased expression of VDAC1 protein],decreases^expression|decreases^reaction,29729358,C555916
VDAC1,MK2i peptide,Homo sapiens,[TGFB1 protein co-treated with MK2i peptide] results in decreased expression of VDAC1 protein,affects^cotreatment|decreases^expression,20864298,C540575
VDAC1,ochratoxin A,Homo sapiens,ochratoxin A results in decreased expression of VDAC1 mRNA,decreases^expression,34748853,C025589
VDAC1,Oxidopamine,Homo sapiens,Oxidopamine results in decreased expression of and results in decreased ubiquitination of VDAC1 protein,decreases^expression|decreases^ubiquitination,30707903,D016627
VDAC1,Oxidopamine,Homo sapiens,PINK1 protein affects the reaction [salvin inhibits the reaction [Oxidopamine results in decreased expression of VDAC1 protein]],affects^reaction|decreases^expression|decreases^reaction,30707903,D016627
VDAC1,Oxidopamine,Homo sapiens,salvin inhibits the reaction [Oxidopamine results in decreased expression of and results in decreased ubiquitination of VDAC1 protein],decreases^expression|decreases^reaction|decreases^ubiquitination,30707903,D016627
VDAC1,Quercetin,Homo sapiens,Quercetin results in increased expression of VDAC1 protein,increases^expression,17292933,D011794
VDAC1,quercetin 3-O-beta-(2''-galloyl)-rhamnopyranoside,Homo sapiens,quercetin 3-O-beta-(2''-galloyl)-rhamnopyranoside inhibits the reaction [TNFSF10 protein results in increased expression of VDAC1 protein],decreases^reaction|increases^expression,23711929,C523166
VDAC1,quinocetone,Homo sapiens,"4,4'-Diisothiocyanostilbene-2,2'-Disulfonic Acid inhibits the reaction [quinocetone promotes the reaction [VDAC1 protein binds to VDAC1 protein]]",affects^binding|decreases^reaction|increases^reaction,28343033,C502851
VDAC1,quinocetone,Homo sapiens,Acetylcysteine inhibits the reaction [quinocetone promotes the reaction [VDAC1 protein binds to VDAC1 protein]],affects^binding|decreases^reaction|increases^reaction,28343033,C502851
VDAC1,quinocetone,Homo sapiens,Acetylcysteine inhibits the reaction [quinocetone results in increased expression of VDAC1 protein],decreases^reaction|increases^expression,28343033,C502851
VDAC1,quinocetone,Homo sapiens,quinocetone promotes the reaction [VDAC1 protein binds to VDAC1 protein],affects^binding|increases^reaction,28343033,C502851
VDAC1,quinocetone,Homo sapiens,quinocetone results in increased expression of VDAC1 protein,increases^expression,28343033,C502851
VDAC1,Reactive Oxygen Species,Homo sapiens,VDAC1 inhibits the reaction [ME-344 results in increased abundance of Reactive Oxygen Species],decreases^reaction|increases^abundance,32546528,D017382
VDAC1,Ribonucleotides,Homo sapiens,VDAC1 protein binds to Ribonucleotides,affects^binding,30528433,D012265
VDAC1,Rotenone,Homo sapiens,asiatic acid inhibits the reaction [Rotenone results in increased expression of VDAC1 mRNA],decreases^reaction|increases^expression,18802751,D012402
VDAC1,Rotenone,Homo sapiens,asiatic acid inhibits the reaction [Rotenone results in increased expression of VDAC1 protein],decreases^reaction|increases^expression,18802751,D012402
VDAC1,Rotenone,Homo sapiens,Rotenone results in increased expression of VDAC1 mRNA,increases^expression,18802751,D012402
VDAC1,Rotenone,Homo sapiens,Rotenone results in increased expression of VDAC1 protein,increases^expression,18802751,D012402
VDAC1,salvin,Homo sapiens,PINK1 protein affects the reaction [salvin inhibits the reaction [Oxidopamine results in decreased expression of VDAC1 protein]],affects^reaction|decreases^expression|decreases^reaction,30707903,C018381
VDAC1,salvin,Homo sapiens,salvin inhibits the reaction [Oxidopamine results in decreased expression of and results in decreased ubiquitination of VDAC1 protein],decreases^expression|decreases^reaction|decreases^ubiquitination,30707903,C018381
VDAC1,Sarin,Homo sapiens,Sarin results in increased expression of VDAC1 mRNA,increases^expression,19522546,D012524
VDAC1,Sertraline,Homo sapiens,Sertraline binds to VDAC1 protein,affects^binding,33124469,D020280
VDAC1,Smoke,Homo sapiens,Smoke results in decreased expression of VDAC1 mRNA,decreases^expression,34520756,D012906
VDAC1,sodium arsenite,Homo sapiens,sodium arsenite results in decreased expression of VDAC1 mRNA,decreases^expression,38568856,C017947
VDAC1,Thapsigargin,Homo sapiens,Thapsigargin results in decreased expression of VDAC1 mRNA,decreases^expression,22378314,D019284
VDAC1,Thiram,Homo sapiens,Thiram results in decreased expression of VDAC1 mRNA,decreases^expression,38568856,D013893
VDAC1,Tobacco Smoke Pollution,Homo sapiens,Tobacco Smoke Pollution affects the expression of VDAC1 protein,affects^expression,30291989,D014028
VDAC1,Tobacco Smoke Pollution,Homo sapiens,Tobacco Smoke Pollution results in increased expression of VDAC1 mRNA,increases^expression,33660061,D014028
VDAC1,trichostatin A,Homo sapiens,"[NOG protein co-treated with trichostatin A co-treated with dorsomorphin co-treated with 4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide] results in increased expression of VDAC1 mRNA",affects^cotreatment|increases^expression,27188386,C012589
VDAC1,trichostatin A,Homo sapiens,trichostatin A results in increased expression of VDAC1 mRNA,increases^expression,26272509,C012589
VDAC1,Tunicamycin,Homo sapiens,Tunicamycin results in decreased expression of VDAC1 mRNA,decreases^expression,22378314,D014415
VDAC1,Valproic Acid,Homo sapiens,Valproic Acid results in decreased expression of VDAC1 mRNA,decreases^expression,19101580,D014635
VDAC1,Valproic Acid,Homo sapiens,Valproic Acid results in increased methylation of VDAC1 gene,increases^methylation,29154799,D014635
VDAC1,Vitamin K 3,Homo sapiens,Vitamin K 3 affects the expression of VDAC1 mRNA,affects^expression,20044591,D024483
PIK3CB,"1-(4-((2-(2-aminopyrimidin-5-yl)-7-methyl-4-morpholinothieno(3,2-d)pyrimidin-6-yl)methyl)piperazin-1-yl)-2-hydroxypropan-1-one",Homo sapiens,"1-(4-((2-(2-aminopyrimidin-5-yl)-7-methyl-4-morpholinothieno(3,2-d)pyrimidin-6-yl)methyl)piperazin-1-yl)-2-hydroxypropan-1-one results in decreased activity of PIK3CB protein",decreases^activity,21998291,C569670
PIK3CB,"2-(1H-indazol-4-yl)-6-(4-methanesulfonylpiperazin-1-ylmethyl)-4-morpholin-4-ylthieno(3,2-d)pyrimidine",Homo sapiens,"2-(1H-indazol-4-yl)-6-(4-methanesulfonylpiperazin-1-ylmethyl)-4-morpholin-4-ylthieno(3,2-d)pyrimidine affects the activity of PIK3CB protein",affects^activity,18754654,C532162
PIK3CB,"2,2',4,4'-tetrabromodiphenyl ether",Homo sapiens,"2,2',4,4'-tetrabromodiphenyl ether results in decreased expression of PIK3CB protein",decreases^expression,31675489,C511295
PIK3CB,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one,Homo sapiens,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one analog results in decreased expression of PIK3CB protein,decreases^expression,35122754,C085911
PIK3CB,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one,Homo sapiens,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one promotes the reaction [fosbretabulin analog results in decreased expression of PIK3CB protein],decreases^expression|increases^reaction,35122754,C085911
PIK3CB,"4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide",Homo sapiens,"[NOG protein co-treated with entinostat co-treated with dorsomorphin co-treated with 4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide] results in increased expression of PIK3CB mRNA",affects^cotreatment|increases^expression,27188386,C459179
PIK3CB,"7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide",Homo sapiens,"7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide results in decreased expression of PIK3CB mRNA",decreases^expression,19150397,D015123
PIK3CB,abrine,Homo sapiens,abrine results in decreased expression of PIK3CB mRNA,decreases^expression,31054353,C496492
PIK3CB,alpha phellandrene,Homo sapiens,alpha phellandrene results in increased expression of PIK3CB mRNA,increases^expression,25075043,C005403
PIK3CB,aristolochic acid I,Homo sapiens,aristolochic acid I results in decreased expression of PIK3CB mRNA,decreases^expression,33212167,C000228
PIK3CB,Arsenic Trioxide,Homo sapiens,Arsenic Trioxide results in decreased expression of PIK3CB protein,decreases^expression,34042274,D000077237
PIK3CB,arsenite,Homo sapiens,arsenite inhibits the reaction [G3BP1 protein binds to PIK3CB mRNA],affects^binding|decreases^reaction,32406909,C015001
PIK3CB,"Asbestos, Crocidolite",Homo sapiens,"Asbestos, Crocidolite affects the expression of PIK3CB mRNA",affects^expression,17331233,D017638
PIK3CB,asparanin A,Homo sapiens,asparanin A results in decreased expression of PIK3CB mRNA,decreases^expression,33561516,C540172
PIK3CB,Benzo(a)pyrene,Homo sapiens,Benzo(a)pyrene metabolite results in increased expression of PIK3CB mRNA,increases^expression,26314263,D001564
PIK3CB,Benzo(a)pyrene,Homo sapiens,Benzo(a)pyrene results in decreased expression of PIK3CB mRNA,decreases^expression,20064835|20106945|21632981,D001564
PIK3CB,bisphenol A,Homo sapiens,[bisphenol A co-treated with Fulvestrant] affects the methylation of PIK3CB gene,affects^cotreatment|affects^methylation,31601247,C006780
PIK3CB,bisphenol A,Homo sapiens,bisphenol A results in decreased expression of PIK3CB protein,decreases^expression,31675489,C006780
PIK3CB,bisphenol A,Homo sapiens,bisphenol A results in decreased methylation of PIK3CB gene,decreases^methylation,31601247,C006780
PIK3CB,bis(tri-n-butyltin)oxide,Homo sapiens,bis(tri-n-butyltin)oxide results in increased expression of PIK3CB mRNA,increases^expression,26314263,C005961
PIK3CB,Cadmium Chloride,Homo sapiens,Cadmium Chloride results in increased expression of PIK3CB mRNA,increases^expression,38568856,D019256
PIK3CB,Cannabidiol,Homo sapiens,[Cannabidiol co-treated with moringin] results in decreased expression of PIK3CB mRNA,affects^cotreatment|decreases^expression,30096889,D002185
PIK3CB,Cannabidiol,Homo sapiens,Cannabidiol results in increased expression of PIK3CB mRNA,increases^expression,27918106|27932991|28025562|31801206,D002185
PIK3CB,Cannabidiol,Homo sapiens,[Oxygen co-treated with Ozone co-treated with Cannabidiol] results in decreased expression of PIK3CB mRNA,affects^cotreatment|decreases^expression,32992648,D002185
PIK3CB,Chelating Agents,Homo sapiens,[Chelating Agents binds to Copper] which results in increased expression of PIK3CB mRNA,affects^binding|increases^expression,30911355,D002614
PIK3CB,cobaltous chloride,Homo sapiens,cobaltous chloride results in increased expression of PIK3CB mRNA,increases^expression,26314263,C018021
PIK3CB,Copper,Homo sapiens,[Chelating Agents binds to Copper] which results in increased expression of PIK3CB mRNA,affects^binding|increases^expression,30911355,D003300
PIK3CB,Copper Sulfate,Homo sapiens,Copper Sulfate results in decreased expression of PIK3CB mRNA,decreases^expression,19549813,D019327
PIK3CB,cyanidin-3-O-beta-glucopyranoside,Homo sapiens,cyanidin-3-O-beta-glucopyranoside results in decreased phosphorylation of PIK3CB protein,decreases^phosphorylation,34362378,C462279
PIK3CB,Cyclosporine,Homo sapiens,Cyclosporine results in increased expression of PIK3CB mRNA,increases^expression,25562108,D016572
PIK3CB,decabromobiphenyl ether,Homo sapiens,decabromobiphenyl ether results in decreased expression of PIK3CB protein,decreases^expression,31675489,C010902
PIK3CB,di-n-butylphosphoric acid,Homo sapiens,di-n-butylphosphoric acid affects the expression of PIK3CB mRNA,affects^expression,37042841,C065087
PIK3CB,dioscin,Homo sapiens,dioscin results in decreased expression of PIK3CB mRNA,decreases^expression,29990575,C019357
PIK3CB,"disodium quercetin-7,4'-disulfate",Homo sapiens,"disodium quercetin-7,4'-disulfate results in decreased activity of PIK3CB protein",decreases^activity,11931710,C437392
PIK3CB,dorsomorphin,Homo sapiens,"[NOG protein co-treated with entinostat co-treated with dorsomorphin co-treated with 4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide] results in increased expression of PIK3CB mRNA",affects^cotreatment|increases^expression,27188386,C516138
PIK3CB,Doxorubicin,Homo sapiens,Doxorubicin results in decreased expression of PIK3CB mRNA,decreases^expression,29803840,D004317
PIK3CB,entinostat,Homo sapiens,entinostat results in increased expression of PIK3CB mRNA,increases^expression,26272509,C118739
PIK3CB,entinostat,Homo sapiens,"[NOG protein co-treated with entinostat co-treated with dorsomorphin co-treated with 4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide] results in increased expression of PIK3CB mRNA",affects^cotreatment|increases^expression,27188386,C118739
PIK3CB,epigallocatechin gallate,Homo sapiens,[potassium chromate(VI) co-treated with epigallocatechin gallate] results in decreased expression of PIK3CB mRNA,affects^cotreatment|decreases^expression,22079256,C045651
PIK3CB,fosbretabulin,Homo sapiens,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one promotes the reaction [fosbretabulin analog results in decreased expression of PIK3CB protein],decreases^expression|increases^reaction,35122754,C058728
PIK3CB,fosbretabulin,Homo sapiens,fosbretabulin analog results in decreased expression of PIK3CB protein,decreases^expression,35122754,C058728
PIK3CB,Fulvestrant,Homo sapiens,[bisphenol A co-treated with Fulvestrant] affects the methylation of PIK3CB gene,affects^cotreatment|affects^methylation,31601247,D000077267
PIK3CB,Fulvestrant,Homo sapiens,Fulvestrant results in increased methylation of PIK3CB gene,increases^methylation,31601247,D000077267
PIK3CB,hexabrominated diphenyl ether 153,Homo sapiens,hexabrominated diphenyl ether 153 results in decreased expression of PIK3CB protein,decreases^expression,31675489,C517828
PIK3CB,(+)-JQ1 compound,Homo sapiens,(+)-JQ1 compound affects the expression of PIK3CB mRNA,affects^expression,26397223,C561695
PIK3CB,LE 540,Homo sapiens,LE 540 inhibits the reaction [Tretinoin results in increased expression of and results in increased activity of PIK3CB protein],decreases^reaction|increases^activity|increases^expression,16043647,C104183
PIK3CB,Lead,Homo sapiens,Lead affects the expression of PIK3CB mRNA,affects^expression,28903495,D007854
PIK3CB,Metformin,Homo sapiens,[Metformin co-treated with Pioglitazone] results in decreased expression of PIK3CB mRNA,affects^cotreatment|decreases^expression,32589349,D008687
PIK3CB,methylmercury II,Homo sapiens,methylmercury II results in increased expression of PIK3CB mRNA,increases^expression,26314263,C030957
PIK3CB,monomethylarsonous acid,Homo sapiens,monomethylarsonous acid results in increased expression of PIK3CB mRNA,increases^expression,22108045,C406082
PIK3CB,morin,Homo sapiens,morin results in increased expression of PIK3CB mRNA,increases^expression,28689916,C008548
PIK3CB,moringin,Homo sapiens,[Cannabidiol co-treated with moringin] results in decreased expression of PIK3CB mRNA,affects^cotreatment|decreases^expression,30096889,C000614007
PIK3CB,moringin,Homo sapiens,moringin results in decreased expression of PIK3CB mRNA,decreases^expression,31801206,C000614007
PIK3CB,N-(6-(6-chloro-5-(4-fluorophenylsulfonamido)pyridin-3-yl)benzo(d)thiazol-2-yl)acetamide,Homo sapiens,N-(6-(6-chloro-5-(4-fluorophenylsulfonamido)pyridin-3-yl)benzo(d)thiazol-2-yl)acetamide results in decreased activity of PIK3CB protein,decreases^activity,21332118,C558744
PIK3CB,ochratoxin A,Homo sapiens,ochratoxin A metabolite results in increased expression of PIK3CB mRNA,increases^expression,26314263,C025589
PIK3CB,ochratoxin A,Homo sapiens,ochratoxin A results in increased expression of PIK3CB mRNA,increases^expression,26314263,C025589
PIK3CB,Oxygen,Homo sapiens,[Oxygen co-treated with Ozone co-treated with Cannabidiol] results in decreased expression of PIK3CB mRNA,affects^cotreatment|decreases^expression,32992648,D010100
PIK3CB,Oxygen,Homo sapiens,[Oxygen co-treated with Ozone] results in decreased expression of PIK3CB mRNA,affects^cotreatment|decreases^expression,32992648,D010100
PIK3CB,Ozone,Homo sapiens,[Oxygen co-treated with Ozone co-treated with Cannabidiol] results in decreased expression of PIK3CB mRNA,affects^cotreatment|decreases^expression,32992648,D010126
PIK3CB,Ozone,Homo sapiens,[Oxygen co-treated with Ozone] results in decreased expression of PIK3CB mRNA,affects^cotreatment|decreases^expression,32992648,D010126
PIK3CB,pentabrominated diphenyl ether 100,Homo sapiens,pentabrominated diphenyl ether 100 results in increased expression of PIK3CB protein,increases^expression,31675489,C517827
PIK3CB,Pioglitazone,Homo sapiens,[Metformin co-treated with Pioglitazone] results in decreased expression of PIK3CB mRNA,affects^cotreatment|decreases^expression,32589349,D000077205
PIK3CB,potassium chromate(VI),Homo sapiens,[potassium chromate(VI) co-treated with epigallocatechin gallate] results in decreased expression of PIK3CB mRNA,affects^cotreatment|decreases^expression,22079256,C027373
PIK3CB,potassium chromate(VI),Homo sapiens,potassium chromate(VI) results in decreased expression of PIK3CB mRNA,decreases^expression,22079256,C027373
PIK3CB,Resveratrol,Homo sapiens,Resveratrol results in decreased activity of [PIK3R1 protein binds to PIK3CB protein],affects^binding|decreases^activity,17550345,D000077185
PIK3CB,Resveratrol,Homo sapiens,Resveratrol results in decreased expression of PIK3CB mRNA,decreases^expression,25667456,D000077185
PIK3CB,sinomenine,Homo sapiens,sinomenine inhibits the reaction [TGFB1 protein results in increased expression of PIK3CB mRNA],decreases^reaction|increases^expression,37436133,C009271
PIK3CB,sinomenine,Homo sapiens,sinomenine inhibits the reaction [TGFB1 protein results in increased phosphorylation of PIK3CB protein],decreases^reaction|increases^phosphorylation,37436133,C009271
PIK3CB,T-2 Toxin,Homo sapiens,T-2 Toxin results in decreased expression of PIK3CB mRNA,decreases^expression,34581912,D013605
PIK3CB,tamibarotene,Homo sapiens,tamibarotene affects the expression of PIK3CB mRNA,affects^expression,15498508,C061133
PIK3CB,tetrabromobisphenol A,Homo sapiens,tetrabromobisphenol A results in decreased expression of PIK3CB protein,decreases^expression,31675489,C020806
PIK3CB,Tetrachlorodibenzodioxin,Homo sapiens,Tetrachlorodibenzodioxin results in decreased expression of PIK3CB mRNA,decreases^expression,21632981,D013749
PIK3CB,TGX 221,Homo sapiens,PIK3CB protein results in increased susceptibility to TGX 221 analog,increases^response to substance,22588880,C504718
PIK3CB,TGX 221,Homo sapiens,TGX 221 analog results in decreased activity of PIK3CB protein,decreases^activity,22588880,C504718
PIK3CB,TGX 221,Homo sapiens,[TGX 221 analog results in decreased activity of PIK3CB protein] which results in decreased phosphorylation of AKT1 protein,decreases^activity|decreases^phosphorylation,22588880,C504718
PIK3CB,Tretinoin,Homo sapiens,LE 540 inhibits the reaction [Tretinoin results in increased expression of and results in increased activity of PIK3CB protein],decreases^reaction|increases^activity|increases^expression,16043647,D014212
PIK3CB,Tretinoin,Homo sapiens,Tretinoin results in decreased expression of PIK3CB mRNA,decreases^expression,15498508,D014212
PIK3CB,Tretinoin,Homo sapiens,Tretinoin results in increased expression of and results in increased activity of PIK3CB protein,increases^activity|increases^expression,16043647,D014212
PIK3CB,Tretinoin,Homo sapiens,Tretinoin results in increased expression of PIK3CB mRNA,increases^expression,16043647|33167477,D014212
PIK3CB,tributyltin,Homo sapiens,tributyltin results in increased expression of PIK3CB mRNA,increases^expression,26314263,C011559
PIK3CB,Valproic Acid,Homo sapiens,Valproic Acid results in increased expression of PIK3CB mRNA,increases^expression,23179753|28001369,D014635
PIK3CB,Wortmannin,Homo sapiens,Wortmannin results in decreased activity of PIK3CB protein,decreases^activity,11931710,D000077191
