GeneSymbol,ChemicalName,Organism,Interaction,InteractionActions,PubMedIDs,ChemicalID,SMILES
CCNA2,"Drugs, Chinese Herbal",Homo sapiens,"Drugs, Chinese Herbal results in decreased expression of CCNA2 mRNA",decreases^expression,29667321,D004365,
CCNA2,"Drugs, Chinese Herbal",Homo sapiens,"Drugs, Chinese Herbal results in decreased expression of CCNA2 protein",decreases^expression,21457722,D004365,
CCNA2,Dust,Homo sapiens,Dust results in decreased expression of CCNA2 mRNA,decreases^expression,17805423,D004391,C1CCC(CC1)(C2=CC=CC=C2)N3CCCCC3
CCNA2,entinostat,Homo sapiens,[fludarabine co-treated with entinostat] results in decreased expression of CCNA2 protein,affects^cotreatment|decreases^expression,15059916,C118739,C1=CC=C(C(=C1)N)NC(=O)C2=CC=C(C=C2)CNC(=O)OCC3=CN=CC=C3
CCNA2,EPZ004777,Homo sapiens,EPZ004777 results in decreased expression of CCNA2,decreases^expression,31888761,C581325,CC(C)N(CCCNC(=O)NC1=CC=C(C=C1)C(C)(C)C)CC2C(C(C(O2)N3C=CC4=C(N=CN=C43)N)O)O
CCNA2,Equol,Homo sapiens,Equol results in decreased expression of CCNA2 mRNA,decreases^expression,16865672,D060754,C1C(COC2=C1C=CC(=C2)O)C3=CC=C(C=C3)O
CCNA2,"erucylphospho-N,N,N-trimethylpropylammonium",Homo sapiens,"erucylphospho-N,N,N-trimethylpropylammonium results in decreased expression of CCNA2 mRNA",decreases^expression,29464035,C472787,CCCCCCCCC=CCCCCCCCCCCCCOP(=O)([O-])OCCC[N+](C)(C)C
CCNA2,"erucylphospho-N,N,N-trimethylpropylammonium",Homo sapiens,"erucylphospho-N,N,N-trimethylpropylammonium results in decreased expression of CCNA2 protein",decreases^expression,29464035,C472787,CCCCCCCCC=CCCCCCCCCCCCCOP(=O)([O-])OCCC[N+](C)(C)C
CCNA2,Estradiol,Homo sapiens,AG 1879 inhibits the reaction [Estradiol results in increased expression of CCNA2 mRNA],decreases^reaction|increases^expression,25616260,D004958,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O
CCNA2,Estradiol,Homo sapiens,[Cycloheximide co-treated with Estradiol] results in increased expression of CCNA2 mRNA,affects^cotreatment|increases^expression,15072547,D004958,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O
CCNA2,Estradiol,Homo sapiens,ESR2 protein affects the reaction [Estradiol affects the expression of CCNA2 mRNA],affects^expression|affects^reaction,19434490,D004958,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O
CCNA2,Estradiol,Homo sapiens,Estradiol affects the expression of CCNA2 mRNA,affects^expression,19434490|21826169,D004958,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O
CCNA2,Estradiol,Homo sapiens,[Estradiol co-treated with Parathion] results in decreased expression of CCNA2 mRNA,affects^cotreatment|decreases^expression,17622325,D004958,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O
CCNA2,Estradiol,Homo sapiens,[Estradiol co-treated with Tamoxifen] results in decreased expression of CCNA2 mRNA,affects^cotreatment|decreases^expression,19434490,D004958,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O
CCNA2,Estradiol,Homo sapiens,Estradiol results in decreased expression of CCNA2 mRNA,decreases^expression,17622325|31646340,D004958,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O
CCNA2,Estradiol,Homo sapiens,Estradiol results in increased expression of CCNA2 mRNA,increases^expression,15072547|16474171|17445807|18310284|19496085|24481588|25616260,D004958,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O
CCNA2,Estradiol,Homo sapiens,Estradiol results in increased expression of CCNA2 protein,increases^expression,17445807,D004958,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O
CCNA2,Etoposide,Homo sapiens,Etoposide affects the expression of and affects the localization of CCNA2 protein,affects^expression|affects^localization,17390037,D005047,CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O
CCNA2,Etoposide,Homo sapiens,Etoposide results in decreased expression of CCNA2 mRNA,decreases^expression,16120219,D005047,CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O
CCNA2,Etoposide,Homo sapiens,Etoposide results in decreased expression of CCNA2 protein,decreases^expression,16120219,D005047,CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O
CCNA2,Everolimus,Homo sapiens,Everolimus results in decreased expression of CCNA2 protein,decreases^expression,16856892,D000068338,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)OCCO)C)C)O)OC)C)C)C)OC
CCNA2,Farnesol,Homo sapiens,Farnesol results in decreased expression of CCNA2 protein,decreases^expression,17138864,D005204,CC(=CCCC(=CCCC(=CCO)C)C)C
CCNA2,Fenretinide,Homo sapiens,Fenretinide results in decreased expression of CCNA2 protein,decreases^expression,16540676,D017313,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)NC2=CC=C(C=C2)O)C)C
CCNA2,fisetin,Homo sapiens,fisetin results in decreased expression of CCNA2 protein,decreases^expression,28181380,C017875,C1=CC(=C(C=C1C2=C(C(=O)C3=C(O2)C=C(C=C3)O)O)O)O
CCNA2,fludarabine,Homo sapiens,[fludarabine co-treated with entinostat] results in decreased expression of CCNA2 protein,affects^cotreatment|decreases^expression,15059916,C024352,C1=NC2=C(N=C(N=C2N1C3C(C(C(O3)CO)O)O)F)N
CCNA2,fluorotelomer alcohols,Homo sapiens,fluorotelomer alcohols results in decreased expression of CCNA2 mRNA,decreases^expression,30794351,C033729,
CCNA2,Fluorouracil,Homo sapiens,CCNA2 protein affects the susceptibility to Fluorouracil,affects^response to substance,15548681|18383818,D005472,C1=C(C(=O)NC(=O)N1)F
CCNA2,Fluorouracil,Homo sapiens,Fluorouracil affects the expression of CCNA2 mRNA,affects^expression,16557594,D005472,C1=C(C(=O)NC(=O)N1)F
CCNA2,Fluorouracil,Homo sapiens,Fluorouracil results in decreased expression of CCNA2 mRNA,decreases^expression,15205334,D005472,C1=C(C(=O)NC(=O)N1)F
CCNA2,Fluorouracil,Homo sapiens,Fluorouracil results in decreased expression of CCNA2 protein,decreases^expression,15546879,D005472,C1=C(C(=O)NC(=O)N1)F
CCNA2,Fluorouracil,Homo sapiens,"N(1),N(11)-diethylnorspermine promotes the reaction [Fluorouracil results in decreased expression of CCNA2 protein]",decreases^expression|increases^reaction,15546879,D005472,C1=C(C(=O)NC(=O)N1)F
CCNA2,Fluorouracil,Homo sapiens,TP53 protein inhibits the reaction [Fluorouracil results in decreased expression of CCNA2 protein],decreases^expression|decreases^reaction,15546879,D005472,C1=C(C(=O)NC(=O)N1)F
CCNA2,Fluorouracil,Homo sapiens,"TP53 protein inhibits the reaction [N(1),N(11)-diethylnorspermine promotes the reaction [Fluorouracil results in decreased expression of CCNA2 protein]]",decreases^expression|decreases^reaction|increases^reaction,15546879,D005472,C1=C(C(=O)NC(=O)N1)F
CCNA2,Fluoxetine,Homo sapiens,Fluoxetine results in decreased expression of CCNA2 mRNA,decreases^expression,18371935,D005473,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F
CCNA2,Fluoxetine,Homo sapiens,Fluoxetine results in decreased expression of CCNA2 protein,decreases^expression,18371935,D005473,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F
CCNA2,Folic Acid,Homo sapiens,[Folic Acid co-treated with Camptothecin] results in decreased expression of CCNA2 mRNA,affects^cotreatment|decreases^expression,30581319,D005492,C1=CC(=CC=C1C(=O)NC(CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=O)NC(=N3)N
CCNA2,Folic Acid,Homo sapiens,[Folic Acid co-treated with Doxorubicin] results in decreased expression of CCNA2 mRNA,affects^cotreatment|decreases^expression,30581319,D005492,C1=CC(=CC=C1C(=O)NC(CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=O)NC(=N3)N
CCNA2,Folic Acid,Homo sapiens,[Folic Acid co-treated with Methyl Methanesulfonate] results in decreased expression of CCNA2 mRNA,affects^cotreatment|decreases^expression,30581319,D005492,C1=CC(=CC=C1C(=O)NC(CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=O)NC(=N3)N
CCNA2,Folic Acid,Homo sapiens,[Folic Acid deficiency co-treated with Methotrexate] results in decreased expression of CCNA2 mRNA,affects^cotreatment|decreases^expression,24657277,D005492,C1=CC(=CC=C1C(=O)NC(CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=O)NC(=N3)N
CCNA2,Folic Acid,Homo sapiens,Folic Acid results in increased expression of CCNA2 mRNA,increases^expression,25841994,D005492,C1=CC(=CC=C1C(=O)NC(CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=O)NC(=N3)N
CCNA2,Formaldehyde,Homo sapiens,Formaldehyde results in decreased expression of CCNA2 mRNA,decreases^expression,23649840,D005557,C=O
CCNA2,Fulvestrant,Homo sapiens,[Fulvestrant co-treated with Sirolimus] results in decreased expression of CCNA2 mRNA,affects^cotreatment|decreases^expression,19016759,D000077267,CC12CCC3C(C1CCC2O)C(CC4=C3C=CC(=C4)O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F
CCNA2,Fulvestrant,Homo sapiens,Fulvestrant promotes the reaction [RB1 protein binds to CCNA2 promoter],affects^binding|increases^reaction,21367843,D000077267,CC12CCC3C(C1CCC2O)C(CC4=C3C=CC(=C4)O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F
CCNA2,Fulvestrant,Homo sapiens,Fulvestrant promotes the reaction [SIN3B protein binds to CCNA2 promoter],affects^binding|increases^reaction,21367843,D000077267,CC12CCC3C(C1CCC2O)C(CC4=C3C=CC(=C4)O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F
CCNA2,Fulvestrant,Homo sapiens,Fulvestrant results in decreased expression of CCNA2 mRNA,decreases^expression,15072547|19016759|31646340,D000077267,CC12CCC3C(C1CCC2O)C(CC4=C3C=CC(=C4)O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F
CCNA2,Fulvestrant,Homo sapiens,Fulvestrant results in decreased expression of CCNA2 protein,decreases^expression,21367843,D000077267,CC12CCC3C(C1CCC2O)C(CC4=C3C=CC(=C4)O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F
CCNA2,Fulvestrant,Homo sapiens,RB1 mutant form inhibits the reaction [Fulvestrant promotes the reaction [SIN3B protein binds to CCNA2 promoter]],affects^binding|decreases^reaction|increases^reaction,21367843,D000077267,CC12CCC3C(C1CCC2O)C(CC4=C3C=CC(=C4)O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F
CCNA2,Fungal Polysaccharides,Homo sapiens,Fungal Polysaccharides results in decreased expression of CCNA2 protein,decreases^expression,33421460,D062610,
CCNA2,gamma-Linolenic Acid,Homo sapiens,gamma-Linolenic Acid results in decreased expression of CCNA2 protein,decreases^expression,15318936,D017965,CCCCCC=CCC=CCC=CCCCCC(=O)O
CCNA2,Genistein,Homo sapiens,Genistein affects the expression of CCNA2 mRNA,affects^expression,18847459,D019833,C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O
CCNA2,Genistein,Homo sapiens,Genistein results in decreased expression of CCNA2,decreases^expression,21161820,D019833,C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O
CCNA2,Genistein,Homo sapiens,Genistein results in decreased expression of CCNA2 mRNA,decreases^expression,16865672,D019833,C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O
CCNA2,Genistein,Homo sapiens,Genistein results in increased expression of CCNA2 mRNA,increases^expression,16474171,D019833,C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O
CCNA2,geraniol,Homo sapiens,geraniol results in decreased expression of CCNA2 mRNA,decreases^expression,27683099,C007836,CC(=CCCC(=CCO)C)C
CCNA2,geraniol,Homo sapiens,geraniol results in decreased expression of CCNA2 protein,decreases^expression,17138864,C007836,CC(=CCCC(=CCO)C)C
CCNA2,Glutathione,Homo sapiens,Glutathione inhibits the reaction [rubimaillin results in decreased expression of CCNA2 protein],decreases^expression|decreases^reaction,35007525,D005978,C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N
CCNA2,glycitein,Homo sapiens,glycitein results in decreased expression of CCNA2,decreases^expression,21161820,C086566,COC1=C(C=C2C(=C1)C(=O)C(=CO2)C3=CC=C(C=C3)O)O
CCNA2,Glyphosate,Homo sapiens,Glyphosate results in decreased expression of CCNA2 mRNA,decreases^expression,31295307,D000097797,C(C(=O)O)NCP(=O)(O)O
CCNA2,gossypin,Homo sapiens,gossypin results in decreased expression of CCNA2 protein,decreases^expression,30536456,C022944,C1=CC(=C(C=C1C2=C(C(=O)C3=C(O2)C(=C(C=C3O)O)OC4C(C(C(C(O4)CO)O)O)O)O)O)O
CCNA2,GW 4064,Homo sapiens,GW 4064 results in increased expression of CCNA2 mRNA,increases^expression,31437187,C412815,CC(C)C1=C(C(=NO1)C2=C(C=CC=C2Cl)Cl)COC3=CC(=C(C=C3)C=CC4=CC(=CC=C4)C(=O)O)Cl
CCNA2,Homoharringtonine,Homo sapiens,Homoharringtonine results in decreased expression of CCNA2 protein,decreases^expression,31726078,D000077863,CC(C)(CCCC(CC(=O)OC)(C(=O)OC1C2C3=CC4=C(C=C3CCN5C2(CCC5)C=C1OC)OCO4)O)O
CCNA2,HS 1030,Homo sapiens,HS 1030 results in decreased expression of CCNA2 protein,decreases^expression,15202011,C403899,CC(CCC(=O)NCC(=O)OC)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C
CCNA2,HS 1183,Homo sapiens,HS 1183 results in decreased expression of CCNA2 protein,decreases^expression,15202011,C403900,
CCNA2,HS-1199,Homo sapiens,HS-1199 results in decreased expression of CCNA2 protein,decreases^expression,15202011,C503536,
CCNA2,HS 1200,Homo sapiens,HS 1200 results in decreased expression of CCNA2 protein,decreases^expression,15202011,C479128,
CCNA2,Hydrogen Peroxide,Homo sapiens,Hydrogen Peroxide affects the expression of CCNA2 mRNA,affects^expression,23410634,D006861,OO
CCNA2,Hydrogen Peroxide,Homo sapiens,Hydrogen Peroxide results in decreased expression of CCNA2 mRNA,decreases^expression,12414654|12419474,D006861,OO
CCNA2,Hydroxyurea,Homo sapiens,Hydroxyurea results in increased expression of CCNA2 protein,increases^expression,11468187,D006918,C(=O)(N)NO
CCNA2,ICG 001,Homo sapiens,ICG 001 results in decreased expression of CCNA2 mRNA,decreases^expression,26191083,C492448,C1CN(C2CN(C(=O)C(N2C1=O)CC3=CC=C(C=C3)O)CC4=CC=CC5=CC=CC=C54)C(=O)NCC6=CC=CC=C6
CCNA2,Imatinib Mesylate,Homo sapiens,[Imatinib Mesylate co-treated with tetraarsenic tetrasulfide] results in decreased expression of CCNA2 mRNA,affects^cotreatment|decreases^expression,19208803,D000068877,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5.CS(=O)(=O)O
CCNA2,Imatinib Mesylate,Homo sapiens,Imatinib Mesylate results in decreased expression of CCNA2 mRNA,decreases^expression,19208803,D000068877,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5.CS(=O)(=O)O
CCNA2,incobotulinumtoxinA,Homo sapiens,incobotulinumtoxinA results in decreased expression of CCNA2 mRNA,decreases^expression,29522793,C545476,
CCNA2,incobotulinumtoxinA,Homo sapiens,incobotulinumtoxinA results in decreased expression of CCNA2 protein,decreases^expression,29522793,C545476,
CCNA2,"indeno(1,2,3-cd)pyrene",Homo sapiens,"indeno(1,2,3-cd)pyrene results in decreased expression of CCNA2 mRNA",decreases^expression,32251684,C041508,C1=CC=C2C(=C1)C3=C4C2=CC5=CC=CC6=C5C4=C(C=C6)C=C3
CCNA2,Indomethacin,Homo sapiens,[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of CCNA2 mRNA,affects^cotreatment|decreases^expression,28628672,D007213,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O
CCNA2,Irinotecan,Homo sapiens,Irinotecan metabolite results in decreased expression of CCNA2 mRNA,decreases^expression,15956246,D000077146,CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)C4(CC)O)C2=NC5=C1C=C(C=C5)OC(=O)N6CCC(CC6)N7CCCCC7
CCNA2,Irinotecan,Homo sapiens,Irinotecan results in decreased expression of CCNA2 mRNA,decreases^expression,15956246,D000077146,CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)C4(CC)O)C2=NC5=C1C=C(C=C5)OC(=O)N6CCC(CC6)N7CCCCC7
CCNA2,Iron,Homo sapiens,[Arsenic co-treated with Iron] results in decreased expression of CCNA2 mRNA,affects^cotreatment|decreases^expression,31739468,D007501,[Fe]
CCNA2,Ivermectin,Homo sapiens,Ivermectin results in decreased expression of CCNA2 protein,decreases^expression,32959892,D007559,CCC(C)C1C(CCC2(O1)CC3CC(O2)CC=C(C(C(C=CC=C4COC5C4(C(C=C(C5O)C)C(=O)O3)O)C)OC6CC(C(C(O6)C)OC7CC(C(C(O7)C)O)OC)OC)C)C
CCNA2,(+)-JQ1 compound,Homo sapiens,(+)-JQ1 compound results in decreased expression of CCNA2 mRNA,decreases^expression,24796395|25961927|26378038|26830473,C561695,
CCNA2,K 7174,Homo sapiens,K 7174 results in decreased expression of CCNA2 mRNA,decreases^expression,24086573,C410337,COC1=CC(=CC(=C1OC)OC)C=CCCCN2CCCN(CC2)CCCC=CC3=CC(=C(C(=C3)OC)OC)OC
CCNA2,Lamivudine,Homo sapiens,Lamivudine results in decreased expression of CCNA2 mRNA,decreases^expression,15784690,D019259,C1C(OC(S1)CO)N2C=CC(=NC2=O)N
CCNA2,Lamivudine,Homo sapiens,[Zidovudine co-treated with Lamivudine] results in decreased expression of CCNA2 mRNA,affects^cotreatment|decreases^expression,15784690,D019259,C1C(OC(S1)CO)N2C=CC(=NC2=O)N
CCNA2,Lapatinib,Homo sapiens,Lapatinib results in decreased expression of CCNA2 protein,decreases^expression,25221644,D000077341,CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl
CCNA2,LCS1269,Homo sapiens,LCS1269 affects the expression of CCNA2 protein,affects^expression,35872044,C000626357,
CCNA2,Lead,Homo sapiens,Lead affects the methylation of CCNA2 gene,affects^methylation,31636367,D007854,[Pb]
CCNA2,Leflunomide,Homo sapiens,Leflunomide results in decreased expression of CCNA2 mRNA,decreases^expression,28988120,D000077339,CC1=C(C=NO1)C(=O)NC2=CC=C(C=C2)C(F)(F)F
CCNA2,LG 100268,Homo sapiens,LG 100268 results in decreased expression of CCNA2 protein,decreases^expression,15729575,C095104,CC1=CC2=C(C=C1C3(CC3)C4=NC=C(C=C4)C(=O)O)C(CCC2(C)C)(C)C
CCNA2,LG 100815,Homo sapiens,LG 100815 results in decreased expression of CCNA2 mRNA,decreases^expression,16951191,C533894,
CCNA2,licochalcone B,Homo sapiens,licochalcone B results in decreased expression of CCNA2 mRNA,decreases^expression,24384411,C541528,COC1=C(C=CC(=C1O)O)C=CC(=O)C2=CC=C(C=C2)O
CCNA2,Lipopolysaccharides,Homo sapiens,Lipopolysaccharides affects the expression of CCNA2 mRNA,affects^expression,28070326,D008070,
CCNA2,Lipopolysaccharides,Homo sapiens,Plant Extracts affects the reaction [Lipopolysaccharides affects the expression of CCNA2 mRNA],affects^expression|affects^reaction,28070326,D008070,
CCNA2,Lithium Chloride,Homo sapiens,Lithium Chloride results in decreased expression of CCNA2 mRNA,decreases^expression,17440966,D018021,[Li+].[Cl-]
CCNA2,Lithium Chloride,Homo sapiens,Lithium Chloride results in decreased expression of CCNA2 protein,decreases^expression,17440966,D018021,[Li+].[Cl-]
CCNA2,Lucanthone,Homo sapiens,Lucanthone results in decreased expression of CCNA2 mRNA,decreases^expression,21148553,D008154,CCN(CC)CCNC1=C2C(=C(C=C1)C)SC3=CC=CC=C3C2=O
CCNA2,Luteolin,Homo sapiens,Luteolin results in decreased expression of CCNA2 protein,decreases^expression,22926442,D047311,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O
CCNA2,luteolin-7-glucoside,Homo sapiens,luteolin-7-glucoside results in decreased expression of CCNA2 protein,decreases^expression,34165247,C066408,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)CO)O)O)O)O)O)O
CCNA2,Malathion,Homo sapiens,Malathion results in decreased expression of CCNA2 protein,decreases^expression,30769050,D008294,CCOC(=O)CC(C(=O)OCC)SP(=S)(OC)OC
CCNA2,Mechlorethamine,Homo sapiens,Mechlorethamine results in decreased activity of [CCNA2 protein binds to CDK2 protein],affects^binding|decreases^activity,8463339,D008466,CN(CCCl)CCCl
CCNA2,Mechlorethamine,Homo sapiens,Mechlorethamine results in increased expression of and results in increased activity of [CDK2 protein binds to CCNA2 protein],affects^binding|increases^activity|increases^expression,8463339,D008466,CN(CCCl)CCCl
CCNA2,Mechlorethamine,Homo sapiens,Mechlorethamine results in increased stability of CCNA2 protein,increases^stability,8463339,D008466,CN(CCCl)CCCl
CCNA2,Mechlorethamine,Homo sapiens,Pentoxifylline inhibits the reaction [Mechlorethamine results in increased activity of [CCNA2 protein binds to CDK2 protein]],affects^binding|decreases^reaction|increases^activity,8463339,D008466,CN(CCCl)CCCl
CCNA2,Methotrexate,Homo sapiens,Aspirin inhibits the reaction [Methotrexate results in increased expression of CCNA2 protein],decreases^reaction|increases^expression,23799623,D008727,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O
CCNA2,Methotrexate,Homo sapiens,[Folic Acid deficiency co-treated with Methotrexate] results in decreased expression of CCNA2 mRNA,affects^cotreatment|decreases^expression,24657277,D008727,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O
CCNA2,Methotrexate,Homo sapiens,Methotrexate results in decreased expression of CCNA2 mRNA,decreases^expression,24657277,D008727,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O
CCNA2,Methotrexate,Homo sapiens,Methotrexate results in increased expression of CCNA2 protein,increases^expression,23799623,D008727,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O
CCNA2,Methylmercury Compounds,Homo sapiens,Methylmercury Compounds results in decreased expression of CCNA2 protein,decreases^expression,22101983,D008767,
CCNA2,Methyl Methanesulfonate,Homo sapiens,[Folic Acid co-treated with Methyl Methanesulfonate] results in decreased expression of CCNA2 mRNA,affects^cotreatment|decreases^expression,30581319,D008741,COS(=O)(=O)C
CCNA2,Methyl Methanesulfonate,Homo sapiens,Methyl Methanesulfonate results in decreased expression of CCNA2 mRNA,decreases^expression,23649840|30581319,D008741,COS(=O)(=O)C
CCNA2,Methylnitrosourea,Homo sapiens,Methylnitrosourea results in decreased expression of CCNA2,decreases^expression,15870882,D008770,CN(C(=O)N)N=O
CCNA2,methylparaben,Homo sapiens,methylparaben results in increased expression of CCNA2 mRNA,increases^expression,24481588,C015358,COC(=O)C1=CC=C(C=C1)O
CCNA2,methylselenic acid,Homo sapiens,methylselenic acid results in decreased expression of CCNA2 mRNA,decreases^expression,12517777,C008493,C[Se](=O)O
CCNA2,metolachlor,Homo sapiens,metolachlor results in decreased expression of CCNA2 mRNA,decreases^expression,23084262,C051786,CCC1=CC=CC(=C1N(C(C)COC)C(=O)CCl)C
CCNA2,Metribolone,Homo sapiens,Metribolone results in increased expression of CCNA2 mRNA,increases^expression,19318562,D015741,CC1(CCC2C1(C=CC3=C4CCC(=O)C=C4CCC23)C)O
CCNA2,Mifepristone,Homo sapiens,Mifepristone results in decreased expression of CCNA2 protein,decreases^expression,17545545,D015735,CC#CC1(CCC2C1(CC(C3=C4CCC(=O)C=C4CCC23)C5=CC=C(C=C5)N(C)C)C)O
CCNA2,monomethylpropion,Homo sapiens,monomethylpropion results in increased expression of CCNA2 mRNA,increases^expression,22303338,C047806,CC(C(=O)C1=CC=CC=C1)NC
CCNA2,Mustard Gas,Homo sapiens,Mustard Gas results in decreased expression of CCNA2 mRNA,decreases^expression,25102026|33491125,D009151,C(CCl)SCCCl
CCNA2,"N(1),N(11)-diethylnorspermine",Homo sapiens,"N(1),N(11)-diethylnorspermine promotes the reaction [Fluorouracil results in decreased expression of CCNA2 protein]",decreases^expression|increases^reaction,15546879,C059685,CCNCCCNCCCNCCCNCC
CCNA2,"N(1),N(11)-diethylnorspermine",Homo sapiens,"TP53 protein inhibits the reaction [N(1),N(11)-diethylnorspermine promotes the reaction [Fluorouracil results in decreased expression of CCNA2 protein]]",decreases^expression|decreases^reaction|increases^reaction,15546879,C059685,CCNCCCNCCCNCCCNCC
CCNA2,"Nanotubes, Carbon",Homo sapiens,"Nanotubes, Carbon results in decreased expression of CCNA2 mRNA",decreases^expression,15585362,D037742,C
CCNA2,naphthalene,Homo sapiens,[naphthalene co-treated with anthracene co-treated with phenanthrene co-treated with pyrene] results in decreased expression of CCNA2 protein,affects^cotreatment|decreases^expression,28803881,C031721,C1=CC=C2C=CC=CC2=C1
CCNA2,naphthalene,Homo sapiens,naphthalene results in decreased expression of CCNA2 protein,decreases^expression,28803881,C031721,C1=CC=C2C=CC=CC2=C1
CCNA2,Nickel,Homo sapiens,Nickel results in increased expression of CCNA2 mRNA,increases^expression,25583101,D009532,[Ni]
CCNA2,Nicotine,Homo sapiens,Nicotine results in increased expression of CCNA2 protein,increases^expression,18448488|20106947,D009538,CN1CCCC1C2=CN=CC=C2
CCNA2,"N-methyl-delta-3,3-dihydroindole-2,2 diketone",Homo sapiens,"N-methyl-delta-3,3-dihydroindole-2,2 diketone inhibits the reaction [Dibutyl Phthalate results in increased expression of CCNA2 mRNA]",decreases^reaction|increases^expression,36828243,C547344,
CCNA2,"N-methyl-delta-3,3-dihydroindole-2,2 diketone",Homo sapiens,"N-methyl-delta-3,3-dihydroindole-2,2 diketone results in decreased expression of CCNA2 mRNA",decreases^expression,36828243,C547344,
CCNA2,N-Nitrosopyrrolidine,Homo sapiens,N-Nitrosopyrrolidine results in decreased expression of CCNA2 mRNA,decreases^expression,32234424,D009242,C1CCN(C1)N=O
CCNA2,nobiletin,Homo sapiens,nobiletin results in decreased expression of CCNA2 mRNA,decreases^expression,23321314,C008661,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(O2)C(=C(C(=C3OC)OC)OC)OC)OC
CCNA2,NSC 689534,Homo sapiens,[NSC 689534 binds to Copper] which results in decreased expression of CCNA2 mRNA,affects^binding|decreases^expression,20971185,C558013,C1=CC=NC(=C1)CN(CC2=CC=CC=N2)C(=S)NN=CC3=CC=CC=N3
