GeneSymbol,ChemicalName,Organism,Interaction,InteractionActions,PubMedIDs,ChemicalID,SMILES
MAPK3,"N4-(2,2-dimethyl-3-oxo-4H-pyrid(1,4)oxazin-6-yl)-5-fluoro-N2-(3,4,5-trimethoxyphenyl)-2,4-pyrimidinediamine",Homo sapiens,"N4-(2,2-dimethyl-3-oxo-4H-pyrid(1,4)oxazin-6-yl)-5-fluoro-N2-(3,4,5-trimethoxyphenyl)-2,4-pyrimidinediamine results in decreased phosphorylation of MAPK3 protein",decreases^phosphorylation,25487280,C510788,CC1(C(=O)NC2=C(O1)C=CC(=N2)NC3=NC(=NC=C3F)NC4=CC(=C(C(=C4)OC)OC)OC)C.C1=CC=C(C=C1)S(=O)(=O)O
MAPK3,N(6)-benzoyl-cyclic AMP,Homo sapiens,N(6)-benzoyl-cyclic AMP inhibits the reaction [Tobacco Smoke Pollution analog results in increased phosphorylation of MAPK3 protein],decreases^reaction|increases^phosphorylation,22363678,C050086,C1C2C(C(C(O2)N3C=NC4=C(N=CN=C43)NC(=O)C5=CC=CC=C5)O)OP(=O)(O1)O
MAPK3,N-acetyl-4-benzoquinoneimine,Homo sapiens,N-acetyl-4-benzoquinoneimine results in increased phosphorylation of MAPK3 protein,increases^phosphorylation,28286204,C028473,CC(=O)N=C1C=CC(=O)C=C1
MAPK3,Naloxone,Homo sapiens,Naloxone promotes the reaction [Morphine results in increased phosphorylation of and results in increased activity of MAPK3 protein],increases^activity|increases^phosphorylation|increases^reaction,21483469,D009270,C=CCN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)O)O4)O
MAPK3,nano-diamino-tetrac,Homo sapiens,heteronemin promotes the reaction [nano-diamino-tetrac results in decreased expression of MAPK3 protein modified form],decreases^expression|increases^reaction,35151786,C000626766,
MAPK3,nano-diamino-tetrac,Homo sapiens,nano-diamino-tetrac results in decreased expression of MAPK3 protein modified form,decreases^expression,35151786,C000626766,
MAPK3,"Nanotubes, Carbon",Homo sapiens,"Nanotubes, Carbon analog results in increased phosphorylation of MAPK3 protein",increases^phosphorylation,20800606,D037742,C
MAPK3,"Nanotubes, Carbon",Homo sapiens,"Nanotubes, Carbon results in decreased phosphorylation of MAPK3 protein",decreases^phosphorylation,32493873,D037742,C
MAPK3,naringenin,Homo sapiens,naringenin inhibits the reaction [Tetradecanoylphorbol Acetate results in increased phosphorylation of MAPK3 protein],decreases^reaction|increases^phosphorylation,25866363,C005273,C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O
MAPK3,naringenin,Homo sapiens,naringenin results in decreased activity of MAPK3 protein,decreases^activity,30431227,C005273,C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O
MAPK3,naringenin,Homo sapiens,naringenin results in decreased phosphorylation of MAPK3 protein,decreases^phosphorylation,27468969,C005273,C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O
MAPK3,naringin,Homo sapiens,2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one inhibits the reaction [naringin results in increased phosphorylation of MAPK3 protein],decreases^reaction|increases^phosphorylation,18296682,C005274,CC1C(C(C(C(O1)OC2C(C(C(OC2OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC=C(C=C5)O)O)CO)O)O)O)O)O
MAPK3,naringin,Homo sapiens,HRAS protein affects the reaction [naringin results in increased phosphorylation of MAPK3 protein],affects^reaction|increases^phosphorylation,18296682,C005274,CC1C(C(C(C(O1)OC2C(C(C(OC2OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC=C(C=C5)O)O)CO)O)O)O)O)O
MAPK3,naringin,Homo sapiens,naringin inhibits the reaction [EGF protein results in increased phosphorylation of MAPK3 protein],decreases^reaction|increases^phosphorylation,22766066,C005274,CC1C(C(C(C(O1)OC2C(C(C(OC2OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC=C(C=C5)O)O)CO)O)O)O)O)O
MAPK3,naringin,Homo sapiens,naringin results in decreased phosphorylation of MAPK3 protein,decreases^phosphorylation,26721195,C005274,CC1C(C(C(C(O1)OC2C(C(C(OC2OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC=C(C=C5)O)O)CO)O)O)O)O)O
MAPK3,naringin,Homo sapiens,naringin results in increased phosphorylation of MAPK3 protein,increases^phosphorylation,18296682,C005274,CC1C(C(C(C(O1)OC2C(C(C(OC2OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC=C(C=C5)O)O)CO)O)O)O)O)O
MAPK3,naringin,Homo sapiens,RAF1 protein affects the reaction [naringin results in increased phosphorylation of MAPK3 protein],affects^reaction|increases^phosphorylation,18296682,C005274,CC1C(C(C(C(O1)OC2C(C(C(OC2OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC=C(C=C5)O)O)CO)O)O)O)O)O
MAPK3,N-benzyloxycarbonylprolylprolinal,Homo sapiens,N-benzyloxycarbonylprolylprolinal affects the reaction [Tretinoin affects the phosphorylation of MAPK3 protein],affects^phosphorylation|affects^reaction,21487212,C038541,C1CC(N(C1)C(=O)C2CCCN2C(=O)OCC3=CC=CC=C3)C=O
MAPK3,NCX 4040,Homo sapiens,NCX 4040 results in increased activity of MAPK3 protein,increases^activity,18922898,C498045,CC(=O)OC1=CC=CC=C1C(=O)OC2=CC=C(C=C2)CO[N+](=O)[O-]
MAPK3,nectandrin-B,Homo sapiens,nectandrin-B results in increased phosphorylation of MAPK3 protein,increases^phosphorylation,27511913,C524653,CC1C(C(OC1C2=CC(=C(C=C2)O)OC)C3=CC(=C(C=C3)O)OC)C
MAPK3,nefazodone,Homo sapiens,nefazodone results in increased phosphorylation of and results in increased activity of MAPK3 protein,increases^activity|increases^phosphorylation,27613715,C051752,CCC1=NN(C(=O)N1CCOC2=CC=CC=C2)CCCN3CCN(CC3)C4=CC(=CC=C4)Cl
MAPK3,neferine,Homo sapiens,FGFR2 protein inhibits the reaction [neferine results in decreased phosphorylation of MAPK3 protein],decreases^phosphorylation|decreases^reaction,31207222,C057222,CN1CCC2=CC(=C(C=C2C1CC3=CC=C(C=C3)OC)OC4=C(C=CC(=C4)CC5C6=CC(=C(C=C6CCN5C)OC)OC)O)OC
MAPK3,neferine,Homo sapiens,neferine inhibits the reaction [AGT protein results in increased phosphorylation of MAPK3 protein],decreases^reaction|increases^phosphorylation,20523338,C057222,CN1CCC2=CC(=C(C=C2C1CC3=CC=C(C=C3)OC)OC4=C(C=CC(=C4)CC5C6=CC(=C(C=C6CCN5C)OC)OC)O)OC
MAPK3,neferine,Homo sapiens,neferine results in decreased phosphorylation of MAPK3 protein,decreases^phosphorylation,31207222,C057222,CN1CCC2=CC(=C(C=C2C1CC3=CC=C(C=C3)OC)OC4=C(C=CC(=C4)CC5C6=CC(=C(C=C6CCN5C)OC)OC)O)OC
MAPK3,neferine,Homo sapiens,[zinc protoporphyrin results in decreased activity of HMOX1 protein] inhibits the reaction [neferine inhibits the reaction [AGT protein results in increased phosphorylation of MAPK3 protein]],decreases^activity|decreases^reaction|increases^phosphorylation,20523338,C057222,CN1CCC2=CC(=C(C=C2C1CC3=CC=C(C=C3)OC)OC4=C(C=CC(=C4)CC5C6=CC(=C(C=C6CCN5C)OC)OC)O)OC
MAPK3,Neomycin,Homo sapiens,2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one inhibits the reaction [Neomycin results in increased phosphorylation of and results in increased activity of MAPK3 protein],decreases^reaction|increases^activity|increases^phosphorylation,17537980,D009355,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)N)OC3C(C(C(O3)CO)OC4C(C(C(C(O4)CN)O)O)N)O)O)N
MAPK3,Neomycin,Homo sapiens,CASR protein promotes the reaction [Neomycin results in increased phosphorylation of and results in increased activity of MAPK3 protein],increases^activity|increases^phosphorylation|increases^reaction,17537980,D009355,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)N)OC3C(C(C(O3)CO)OC4C(C(C(C(O4)CN)O)O)N)O)O)N
MAPK3,Neomycin,Homo sapiens,Neomycin results in increased phosphorylation of and results in increased activity of MAPK3 protein,increases^activity|increases^phosphorylation,17537980,D009355,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)N)OC3C(C(C(O3)CO)OC4C(C(C(C(O4)CN)O)O)N)O)O)N
MAPK3,N-Formylmethionine Leucyl-Phenylalanine,Homo sapiens,cyclosporin H inhibits the reaction [N-Formylmethionine Leucyl-Phenylalanine results in increased phosphorylation of MAPK3 protein],decreases^reaction|increases^phosphorylation,34144024,D009240,CC(C)CC(C(=O)NC(CC1=CC=CC=C1)C(=O)O)NC(=O)C(CCSC)NC=O
MAPK3,N-Formylmethionine Leucyl-Phenylalanine,Homo sapiens,epsilon-viniferin inhibits the reaction [N-Formylmethionine Leucyl-Phenylalanine results in increased phosphorylation of MAPK3 protein],decreases^reaction|increases^phosphorylation,34144024,D009240,CC(C)CC(C(=O)NC(CC1=CC=CC=C1)C(=O)O)NC(=O)C(CCSC)NC=O
MAPK3,N-Formylmethionine Leucyl-Phenylalanine,Homo sapiens,Grape Seed Proanthocyanidins inhibits the reaction [N-Formylmethionine Leucyl-Phenylalanine results in increased phosphorylation of MAPK3 protein],decreases^reaction|increases^phosphorylation,19167369,D009240,CC(C)CC(C(=O)NC(CC1=CC=CC=C1)C(=O)O)NC(=O)C(CCSC)NC=O
MAPK3,N-Formylmethionine Leucyl-Phenylalanine,Homo sapiens,honokiol inhibits the reaction [N-Formylmethionine Leucyl-Phenylalanine results in increased phosphorylation of MAPK3 protein],decreases^reaction|increases^phosphorylation,25980585,D009240,CC(C)CC(C(=O)NC(CC1=CC=CC=C1)C(=O)O)NC(=O)C(CCSC)NC=O
MAPK3,N-Formylmethionine Leucyl-Phenylalanine,Homo sapiens,N-Formylmethionine Leucyl-Phenylalanine results in increased phosphorylation of and results in increased activity of MAPK3 protein,increases^activity|increases^phosphorylation,11427526|17377739|19697996,D009240,CC(C)CC(C(=O)NC(CC1=CC=CC=C1)C(=O)O)NC(=O)C(CCSC)NC=O
MAPK3,N-Formylmethionine Leucyl-Phenylalanine,Homo sapiens,N-Formylmethionine Leucyl-Phenylalanine results in increased phosphorylation of MAPK3 protein,increases^phosphorylation,15494208|19167369|19559779|25980585|34144024,D009240,CC(C)CC(C(=O)NC(CC1=CC=CC=C1)C(=O)O)NC(=O)C(CCSC)NC=O
MAPK3,N-Formylmethionine Leucyl-Phenylalanine,Homo sapiens,nordy inhibits the reaction [N-Formylmethionine Leucyl-Phenylalanine results in increased phosphorylation of and results in increased activity of MAPK3 protein],decreases^reaction|increases^activity|increases^phosphorylation,17377739,D009240,CC(C)CC(C(=O)NC(CC1=CC=CC=C1)C(=O)O)NC(=O)C(CCSC)NC=O
MAPK3,N-Formylmethionine Leucyl-Phenylalanine,Homo sapiens,Pentoxifylline inhibits the reaction [N-Formylmethionine Leucyl-Phenylalanine results in increased phosphorylation of and results in increased activity of MAPK3 protein],decreases^reaction|increases^activity|increases^phosphorylation,19697996,D009240,CC(C)CC(C(=O)NC(CC1=CC=CC=C1)C(=O)O)NC(=O)C(CCSC)NC=O
MAPK3,N-Formylmethionine Leucyl-Phenylalanine,Homo sapiens,PLD1 protein affects the reaction [N-Formylmethionine Leucyl-Phenylalanine results in increased phosphorylation of and results in increased activity of MAPK3 protein],affects^reaction|increases^activity|increases^phosphorylation,11427526,D009240,CC(C)CC(C(=O)NC(CC1=CC=CC=C1)C(=O)O)NC(=O)C(CCSC)NC=O
MAPK3,N-Formylmethionine Leucyl-Phenylalanine,Homo sapiens,Qingdai compound inhibits the reaction [N-Formylmethionine Leucyl-Phenylalanine results in increased phosphorylation of MAPK3 protein],decreases^reaction|increases^phosphorylation,19559779,D009240,CC(C)CC(C(=O)NC(CC1=CC=CC=C1)C(=O)O)NC(=O)C(CCSC)NC=O
MAPK3,N-Formylmethionine Leucyl-Phenylalanine,Homo sapiens,Resveratrol inhibits the reaction [N-Formylmethionine Leucyl-Phenylalanine results in increased phosphorylation of MAPK3 protein],decreases^reaction|increases^phosphorylation,16212921,D009240,CC(C)CC(C(=O)NC(CC1=CC=CC=C1)C(=O)O)NC(=O)C(CCSC)NC=O
MAPK3,Niacin,Homo sapiens,[Niacin binds to and results in increased activity of HCAR2 protein] which results in increased phosphorylation of MAPK3 protein,affects^binding|increases^activity|increases^phosphorylation,16389067,D009525,C1=CC(=CN=C1)C(=O)O
MAPK3,Niacin,Homo sapiens,[Niacin binds to and results in increased activity of HCAR3 protein] which results in increased phosphorylation of MAPK3 protein,affects^binding|increases^activity|increases^phosphorylation,16389067,D009525,C1=CC(=CN=C1)C(=O)O
MAPK3,Niacin,Homo sapiens,Pertussis Toxin inhibits the reaction [Niacin results in increased phosphorylation of MAPK3 protein],decreases^reaction|increases^phosphorylation,16389067,D009525,C1=CC(=CN=C1)C(=O)O
MAPK3,Nickel,Homo sapiens,chromium hexavalent ion inhibits the reaction [Nickel results in increased phosphorylation of MAPK3 protein],decreases^reaction|increases^phosphorylation,19403854,D009532,[Ni]
MAPK3,Nickel,Homo sapiens,KDM3A mRNA affects the reaction [Nickel results in increased phosphorylation of MAPK3 protein],affects^reaction|increases^phosphorylation,20881000,D009532,[Ni]
MAPK3,Nickel,Homo sapiens,KDM3A protein inhibits the reaction [Nickel results in increased phosphorylation of MAPK3 protein],decreases^reaction|increases^phosphorylation,20881000,D009532,[Ni]
MAPK3,Nickel,Homo sapiens,[nickel chloride results in increased abundance of Nickel] which results in increased phosphorylation of MAPK3 protein,increases^abundance|increases^phosphorylation,30724446,D009532,[Ni]
MAPK3,Nickel,Homo sapiens,Nickel results in increased phosphorylation of MAPK3 protein,increases^phosphorylation,17045426|19403854|20881000,D009532,[Ni]
MAPK3,Nickel,Homo sapiens,SPRY2 mRNA affects the reaction [Nickel results in increased phosphorylation of MAPK3 protein],affects^reaction|increases^phosphorylation,20881000,D009532,[Ni]
MAPK3,Nickel,Homo sapiens,SPRY2 protein inhibits the reaction [Nickel results in increased phosphorylation of MAPK3 protein],decreases^reaction|increases^phosphorylation,20881000,D009532,[Ni]
MAPK3,nickel acetate,Homo sapiens,MUC1 mutant form inhibits the reaction [nickel acetate results in increased phosphorylation of MAPK3 protein],decreases^reaction|increases^phosphorylation,25053108,C119536,CC(=O)[O-].CC(=O)[O-].[Ni+2]
MAPK3,nickel acetate,Homo sapiens,nickel acetate results in increased phosphorylation of MAPK3 protein,increases^phosphorylation,25053108,C119536,CC(=O)[O-].CC(=O)[O-].[Ni+2]
MAPK3,nickel chloride,Homo sapiens,ethyl 6-(N-(2-chloro-4-fluorophenyl)sulfamoyl)cyclohex-1-ene-1-carboxylate inhibits the reaction [nickel chloride results in increased phosphorylation of MAPK3 protein],decreases^reaction|increases^phosphorylation,25045119,C022838,Cl[Ni]Cl
MAPK3,nickel chloride,Homo sapiens,[nickel chloride results in increased abundance of Nickel] which results in increased phosphorylation of MAPK3 protein,increases^abundance|increases^phosphorylation,30724446,C022838,Cl[Ni]Cl
MAPK3,nickel chloride,Homo sapiens,nickel chloride results in increased phosphorylation of MAPK3 protein,increases^phosphorylation,25045119,C022838,Cl[Ni]Cl
MAPK3,nickel chloride,Homo sapiens,Nifedipine inhibits the reaction [nickel chloride results in increased phosphorylation of MAPK3 protein],decreases^reaction|increases^phosphorylation,25045119,C022838,Cl[Ni]Cl
MAPK3,nickel sulfate,Homo sapiens,[nickel sulfate co-treated with macrophage stimulatory lipopeptide 2] results in increased phosphorylation of MAPK3 protein,affects^cotreatment|increases^phosphorylation,20600219,C029938,[O-]S(=O)(=O)[O-].[Ni+2]
MAPK3,nickel sulfate,Homo sapiens,nickel sulfate results in increased phosphorylation of MAPK3 protein,increases^phosphorylation,15588916|18495191|19101624|19135467|20600219,C029938,[O-]S(=O)(=O)[O-].[Ni+2]
MAPK3,nickel sulfate,Homo sapiens,U 0126 inhibits the reaction [nickel sulfate results in increased phosphorylation of MAPK3 protein],decreases^reaction|increases^phosphorylation,18495191,C029938,[O-]S(=O)(=O)[O-].[Ni+2]
MAPK3,Niclosamide,Homo sapiens,Niclosamide results in decreased phosphorylation of MAPK3 protein,decreases^phosphorylation,26116531|28426875,D009534,C1=CC(=C(C=C1[N+](=O)[O-])Cl)NC(=O)C2=C(C=CC(=C2)Cl)O
MAPK3,Nicotine,Homo sapiens,"1,2-bis(2-aminophenoxy)ethane N,N,N',N'-tetraacetic acid acetoxymethyl ester inhibits the reaction [Nicotine results in increased phosphorylation of MAPK3 protein]",decreases^reaction|increases^phosphorylation,22119045,D009538,CN1CCCC1C2=CN=CC=C2
MAPK3,Nicotine,Homo sapiens,"2-(2-chloro-4-iodophenylamino)-N-cyclopropylmethoxy-3,4-difluoro-5-bromobenzamide inhibits the reaction [Nicotine results in increased phosphorylation of MAPK3 protein]",decreases^reaction|increases^phosphorylation,29486207,D009538,CN1CCCC1C2=CN=CC=C2
MAPK3,Nicotine,Homo sapiens,Acetylcysteine inhibits the reaction [Nicotine results in increased phosphorylation of MAPK3 protein],decreases^reaction|increases^phosphorylation,34890707,D009538,CN1CCCC1C2=CN=CC=C2
MAPK3,Nicotine,Homo sapiens,"alpha-cyano-(3,4-dihydroxy)-N-benzylcinnamide inhibits the reaction [Nicotine results in decreased activity of MAPK3 protein]",decreases^activity|decreases^reaction,20106947,D009538,CN1CCCC1C2=CN=CC=C2
MAPK3,Nicotine,Homo sapiens,[Atenolol binds to and results in decreased activity of ADRB1 protein] inhibits the reaction [Nicotine results in increased phosphorylation of MAPK3 protein],affects^binding|decreases^activity|decreases^reaction|increases^phosphorylation,17003101,D009538,CN1CCCC1C2=CN=CC=C2
MAPK3,Nicotine,Homo sapiens,[Camptothecin co-treated with Nicotine] results in increased phosphorylation of MAPK3 protein,affects^cotreatment|increases^phosphorylation,24095863,D009538,CN1CCCC1C2=CN=CC=C2
MAPK3,Nicotine,Homo sapiens,Curcumin inhibits the reaction [Nicotine results in increased phosphorylation of MAPK3 protein],decreases^reaction|increases^phosphorylation,20727180,D009538,CN1CCCC1C2=CN=CC=C2
MAPK3,Nicotine,Homo sapiens,diphenyleneiodonium inhibits the reaction [Nicotine results in increased phosphorylation of MAPK3 protein],decreases^reaction|increases^phosphorylation,34890707,D009538,CN1CCCC1C2=CN=CC=C2
MAPK3,Nicotine,Homo sapiens,Hexamethonium inhibits the reaction [Nicotine results in decreased phosphorylation of MAPK3 protein],decreases^phosphorylation|decreases^reaction,20106947,D009538,CN1CCCC1C2=CN=CC=C2
MAPK3,Nicotine,Homo sapiens,Hexamethonium inhibits the reaction [Nicotine results in increased phosphorylation of MAPK3 protein],decreases^reaction|increases^phosphorylation,18448488,D009538,CN1CCCC1C2=CN=CC=C2
MAPK3,Nicotine,Homo sapiens,[ICI 118551 binds to and results in decreased activity of ADRB2 protein] inhibits the reaction [Nicotine results in increased phosphorylation of MAPK3 protein],affects^binding|decreases^activity|decreases^reaction|increases^phosphorylation,17003101,D009538,CN1CCCC1C2=CN=CC=C2
MAPK3,Nicotine,Homo sapiens,[Lobeline binds to and results in decreased activity of [CHRNA4 protein binds to CHRNB2 protein]] inhibits the reaction [Nicotine results in increased phosphorylation of MAPK3 protein],affects^binding|decreases^activity|decreases^reaction|increases^phosphorylation,18448488,D009538,CN1CCCC1C2=CN=CC=C2
MAPK3,Nicotine,Homo sapiens,Lobeline inhibits the reaction [Nicotine results in decreased phosphorylation of MAPK3 protein],decreases^phosphorylation|decreases^reaction,20106947,D009538,CN1CCCC1C2=CN=CC=C2
MAPK3,Nicotine,Homo sapiens,[methyllycaconitine binds to and results in decreased activity of CHRNA7 protein] inhibits the reaction [Nicotine results in increased phosphorylation of MAPK3 protein],affects^binding|decreases^activity|decreases^reaction|increases^phosphorylation,18448488,D009538,CN1CCCC1C2=CN=CC=C2
MAPK3,Nicotine,Homo sapiens,[Nicotine co-treated with 4-(N-methyl-N-nitrosamino)-1-(3-pyridyl)-1-butanone] results in increased phosphorylation of MAPK3 protein,affects^cotreatment|increases^phosphorylation,30259641,D009538,CN1CCCC1C2=CN=CC=C2
MAPK3,Nicotine,Homo sapiens,Nicotine inhibits the reaction [Cisplatin results in increased activity of MAPK3 protein],decreases^reaction|increases^activity,20106947,D009538,CN1CCCC1C2=CN=CC=C2
MAPK3,Nicotine,Homo sapiens,Nicotine inhibits the reaction [Fluorouracil results in increased phosphorylation of MAPK3 protein],decreases^reaction|increases^phosphorylation,24095863,D009538,CN1CCCC1C2=CN=CC=C2
MAPK3,Nicotine,Homo sapiens,Nicotine inhibits the reaction [Paclitaxel results in increased activity of MAPK3 protein],decreases^reaction|increases^activity,20106947,D009538,CN1CCCC1C2=CN=CC=C2
MAPK3,Nicotine,Homo sapiens,Nicotine results in decreased activity of MAPK3 protein,decreases^activity,20106947,D009538,CN1CCCC1C2=CN=CC=C2
MAPK3,Nicotine,Homo sapiens,Nicotine results in decreased phosphorylation of and results in decreased activity of MAPK3 protein,decreases^activity|decreases^phosphorylation,20106947,D009538,CN1CCCC1C2=CN=CC=C2
MAPK3,Nicotine,Homo sapiens,Nicotine results in increased activity of MAPK3 protein,increases^activity,12421819|17459420,D009538,CN1CCCC1C2=CN=CC=C2
MAPK3,Nicotine,Homo sapiens,Nicotine results in increased expression of MAPK3 protein modified form,increases^expression,18676776,D009538,CN1CCCC1C2=CN=CC=C2
MAPK3,Nicotine,Homo sapiens,Nicotine results in increased phosphorylation of and results in increased activity of MAPK3 protein,increases^activity|increases^phosphorylation,19903766,D009538,CN1CCCC1C2=CN=CC=C2
MAPK3,Nicotine,Homo sapiens,Nicotine results in increased phosphorylation of MAPK3 protein,increases^phosphorylation,17003101|18448488|20727180|22119045|22261521|29486207|34890707,D009538,CN1CCCC1C2=CN=CC=C2
MAPK3,Nicotine,Homo sapiens,Propranolol inhibits the reaction [Nicotine results in decreased phosphorylation of MAPK3 protein],decreases^phosphorylation|decreases^reaction,20106947,D009538,CN1CCCC1C2=CN=CC=C2
MAPK3,Nicotine,Homo sapiens,Propranolol inhibits the reaction [Nicotine results in increased phosphorylation of and results in increased activity of MAPK3 protein],decreases^reaction|increases^activity|increases^phosphorylation,19903766,D009538,CN1CCCC1C2=CN=CC=C2
MAPK3,Nicotine,Homo sapiens,Propranolol inhibits the reaction [Nicotine results in increased phosphorylation of MAPK3 protein],decreases^reaction|increases^phosphorylation,18448488,D009538,CN1CCCC1C2=CN=CC=C2
MAPK3,Nicotine,Homo sapiens,Staurosporine inhibits the reaction [Nicotine results in increased phosphorylation of MAPK3 protein],decreases^reaction|increases^phosphorylation,17003101,D009538,CN1CCCC1C2=CN=CC=C2
MAPK3,Nicotine,Homo sapiens,TP53 protein affects the reaction [Nicotine results in increased phosphorylation of MAPK3 protein],affects^reaction|increases^phosphorylation,20727180,D009538,CN1CCCC1C2=CN=CC=C2
MAPK3,Nicotine,Homo sapiens,Tubocurarine inhibits the reaction [Nicotine results in increased phosphorylation of MAPK3 protein],decreases^reaction|increases^phosphorylation,22119045,D009538,CN1CCCC1C2=CN=CC=C2
MAPK3,Nicotine,Homo sapiens,U 0126 inhibits the reaction [Nicotine results in increased phosphorylation of MAPK3 protein],decreases^reaction|increases^phosphorylation,17003101,D009538,CN1CCCC1C2=CN=CC=C2
MAPK3,Nicotine,Homo sapiens,[U 0126 results in decreased activity of [MAPK1 protein co-treated with MAPK3 protein]] inhibits the reaction [Nicotine results in increased expression of FOS protein],affects^cotreatment|decreases^activity|decreases^reaction|increases^expression,17003101,D009538,CN1CCCC1C2=CN=CC=C2
MAPK3,Nicotine,Homo sapiens,[U 0126 results in decreased activity of [MAPK1 protein co-treated with MAPK3 protein]] inhibits the reaction [Nicotine results in increased expression of JUN protein],affects^cotreatment|decreases^activity|decreases^reaction|increases^expression,17003101,D009538,CN1CCCC1C2=CN=CC=C2
MAPK3,Nicotine,Homo sapiens,[U 0126 results in decreased activity of [MAPK1 protein co-treated with MAPK3 protein]] inhibits the reaction [Nicotine results in increased expression of PTGS2],affects^cotreatment|decreases^activity|decreases^reaction|increases^expression,17003101,D009538,CN1CCCC1C2=CN=CC=C2
MAPK3,Nicotine,Homo sapiens,[U 0126 results in decreased activity of [MAPK1 protein co-treated with MAPK3 protein]] which results in decreased susceptibility to Nicotine,affects^cotreatment|decreases^activity|decreases^response to substance,17003101,D009538,CN1CCCC1C2=CN=CC=C2
MAPK3,Nicotine,Homo sapiens,Vecuronium Bromide inhibits the reaction [Nicotine results in increased phosphorylation of MAPK3 protein],decreases^reaction|increases^phosphorylation,29486207,D009538,CN1CCCC1C2=CN=CC=C2
MAPK3,Nicotinic Acids,Homo sapiens,2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one inhibits the reaction [[Nicotinic Acids results in increased activity of HCAR2 protein] which results in increased phosphorylation of and results in increased activity of MAPK3 protein],decreases^reaction|increases^activity|increases^phosphorylation,16674924,D009539,
MAPK3,Nicotinic Acids,Homo sapiens,[Nicotinic Acids binds to and results in increased activity of HCAR2 protein] promotes the reaction [KNG1 protein results in increased phosphorylation of and results in increased activity of MAPK3 protein],affects^binding|increases^activity|increases^phosphorylation|increases^reaction,16674924,D009539,
MAPK3,Nicotinic Acids,Homo sapiens,[Nicotinic Acids results in increased activity of HCAR2 protein] promotes the reaction [[KNG1 protein results in increased phosphorylation of and results in increased activity of MAPK3 protein] which results in increased abundance of Arachidonic Acids],increases^abundance|increases^activity|increases^phosphorylation|increases^reaction,16674924,D009539,
MAPK3,Nicotinic Acids,Homo sapiens,[Nicotinic Acids results in increased activity of HCAR2 protein] promotes the reaction [[Uridine Triphosphate results in increased phosphorylation of and results in increased activity of MAPK3 protein] which results in increased abundance of Arachidonic Acids],increases^abundance|increases^activity|increases^phosphorylation|increases^reaction,16674924,D009539,
MAPK3,Nicotinic Acids,Homo sapiens,[Nicotinic Acids results in increased activity of HCAR2 protein] which results in increased phosphorylation of and results in increased activity of MAPK3 protein,increases^activity|increases^phosphorylation,16674924,D009539,
MAPK3,Nifedipine,Homo sapiens,Nifedipine inhibits the reaction [nickel chloride results in increased phosphorylation of MAPK3 protein],decreases^reaction|increases^phosphorylation,25045119,D009543,CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC
MAPK3,nimbolide,Homo sapiens,nimbolide results in decreased phosphorylation of MAPK3 protein,decreases^phosphorylation,28383207,C042198,CC1=C2C(CC1C3=COC=C3)OC4C2(C(C5(C6C4OC(=O)C6(C=CC5=O)C)C)CC(=O)OC)C
MAPK3,nimbolide,Homo sapiens,nimbolide results in increased phosphorylation of MAPK3 protein,increases^phosphorylation,29962003,C042198,CC1=C2C(CC1C3=COC=C3)OC4C2(C(C5(C6C4OC(=O)C6(C=CC5=O)C)C)CC(=O)OC)C
MAPK3,nimbolide,Homo sapiens,U 0126 inhibits the reaction [nimbolide results in increased phosphorylation of MAPK3 protein],decreases^reaction|increases^phosphorylation,29962003,C042198,CC1=C2C(CC1C3=COC=C3)OC4C2(C(C5(C6C4OC(=O)C6(C=CC5=O)C)C)CC(=O)OC)C
MAPK3,nimesulide,Homo sapiens,2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one inhibits the reaction [nimesulide results in increased phosphorylation of MAPK3 protein],decreases^reaction|increases^phosphorylation,16376453,C012655,CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2
MAPK3,nimesulide,Homo sapiens,nimesulide results in increased phosphorylation of MAPK3 protein,increases^phosphorylation,16376453,C012655,CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2
