GeneSymbol,SMILES,ChemicalName,Interaction,InteractionActions,Total Molweight,Molweight,Monoisotopic Mass,cLogP,cLogS,H-Acceptors,H-Donors,Total Surface Area,Relative PSA,Polar Surface Area,Druglikeness,Mutagenic,Tumorigenic,Reproductive Effective,Irritant,Shape Index,Molecular Flexibility,Molecular Complexity,Fragments,Non-H Atoms,Non-C/H Atoms,Metal-Atoms,Electronegative Atoms,Stereo Centers,Rotatable Bonds,Rings Closures,Aromatic Atoms,sp3-Atoms,Small Rings,Carbo-Rings,Hetero-Rings,Saturated Rings,Non-Aromatic Rings,Aromatic Rings,Saturated Carbo-Rings,Non-Aromatic Carbo-Rings,Carbo-Aromatic Rings,Saturated Hetero-Rings,Non-Aromatic Hetero-Rings,Hetero-Aromatic Rings,Amides,Amines,Alkyl-Amines,Aromatic Amines,Aromatic Nitrogens,Basic Nitrogens,Acidic Oxygens
H2AX,C1CCC(C(C1)[NH-])[NH-].C(=O)(C(=O)O)O.[Pt+2],Oxaliplatin,Oxaliplatin results in increased phosphorylation of and results in increased ubiquitination of H2AX protein,increases^phosphorylation|increases^ubiquitination,397.289,114.191,114.115698,-0.4478,-1.504,2,2,97.08,0.31459,52.04,-9.9389,none,none,none,high,0.625,0.29973,0.59947,3,8,2,0,2,2,0,1,0,8,1,1,0,1,1,0,1,1,0,0,0,0,0,2,2,0,0,2,0
H2AX,C1CCC(C(C1)[NH-])[NH-].C(=O)(C(=O)O)O.[Pt+2],Oxaliplatin,[pifithrin results in decreased phosphorylation of TP53 protein] inhibits the reaction [Oxaliplatin results in increased expression of H2AX protein modified form],decreases^phosphorylation|decreases^reaction|increases^expression,397.289,114.191,114.115698,-0.4478,-1.504,2,2,97.08,0.31459,52.04,-9.9389,none,none,none,high,0.625,0.29973,0.59947,3,8,2,0,2,2,0,1,0,8,1,1,0,1,1,0,1,1,0,0,0,0,0,2,2,0,0,2,0
CDKN1A,C1CCC(C(C1)[NH-])[NH-].C(=O)(C(=O)O)O.[Pt+2],Oxaliplatin,Caffeine inhibits the reaction [Oxaliplatin results in increased expression of CDKN1A protein],decreases^reaction|increases^expression,397.289,114.191,114.115698,-0.4478,-1.504,2,2,97.08,0.31459,52.04,-9.9389,none,none,none,high,0.625,0.29973,0.59947,3,8,2,0,2,2,0,1,0,8,1,1,0,1,1,0,1,1,0,0,0,0,0,2,2,0,0,2,0
CDKN1A,C1CCC(C(C1)[NH-])[NH-].C(=O)(C(=O)O)O.[Pt+2],Oxaliplatin,Oxaliplatin results in increased expression of CDKN1A mRNA,increases^expression,397.289,114.191,114.115698,-0.4478,-1.504,2,2,97.08,0.31459,52.04,-9.9389,none,none,none,high,0.625,0.29973,0.59947,3,8,2,0,2,2,0,1,0,8,1,1,0,1,1,0,1,1,0,0,0,0,0,2,2,0,0,2,0
CDKN1A,C1CCC(C(C1)[NH-])[NH-].C(=O)(C(=O)O)O.[Pt+2],Oxaliplatin,Oxaliplatin results in increased expression of CDKN1A protein,increases^expression,397.289,114.191,114.115698,-0.4478,-1.504,2,2,97.08,0.31459,52.04,-9.9389,none,none,none,high,0.625,0.29973,0.59947,3,8,2,0,2,2,0,1,0,8,1,1,0,1,1,0,1,1,0,0,0,0,0,2,2,0,0,2,0
CDKN1A,C1CCC(C(C1)[NH-])[NH-].C(=O)(C(=O)O)O.[Pt+2],Oxaliplatin,TP53 protein promotes the reaction [Oxaliplatin results in increased expression of CDKN1A protein],increases^expression|increases^reaction,397.289,114.191,114.115698,-0.4478,-1.504,2,2,97.08,0.31459,52.04,-9.9389,none,none,none,high,0.625,0.29973,0.59947,3,8,2,0,2,2,0,1,0,8,1,1,0,1,1,0,1,1,0,0,0,0,0,2,2,0,0,2,0
CDKN1B,C1CCC(C(C1)[NH-])[NH-].C(=O)(C(=O)O)O.[Pt+2],Oxaliplatin,Oxaliplatin results in increased expression of CDKN1B protein,increases^expression,397.289,114.191,114.115698,-0.4478,-1.504,2,2,97.08,0.31459,52.04,-9.9389,none,none,none,high,0.625,0.29973,0.59947,3,8,2,0,2,2,0,1,0,8,1,1,0,1,1,0,1,1,0,0,0,0,0,2,2,0,0,2,0
MAPK3,C1CCC(C(C1)[NH-])[NH-].C(=O)(C(=O)O)O.[Pt+2],Oxaliplatin,Oxaliplatin results in increased phosphorylation of and results in increased activity of MAPK3 protein,increases^activity|increases^phosphorylation,397.289,114.191,114.115698,-0.4478,-1.504,2,2,97.08,0.31459,52.04,-9.9389,none,none,none,high,0.625,0.29973,0.59947,3,8,2,0,2,2,0,1,0,8,1,1,0,1,1,0,1,1,0,0,0,0,0,2,2,0,0,2,0
CHEK2,C1CCC(C(C1)[NH-])[NH-].C(=O)(C(=O)O)O.[Pt+2],Oxaliplatin,Oxaliplatin results in increased phosphorylation of CHEK2 protein,increases^phosphorylation,397.289,114.191,114.115698,-0.4478,-1.504,2,2,97.08,0.31459,52.04,-9.9389,none,none,none,high,0.625,0.29973,0.59947,3,8,2,0,2,2,0,1,0,8,1,1,0,1,1,0,1,1,0,0,0,0,0,2,2,0,0,2,0
CCNE1,C1CCC(C(C1)[NH-])[NH-].C(=O)(C(=O)O)O.[Pt+2],Oxaliplatin,Oxaliplatin results in increased expression of CCNE1 protein,increases^expression,397.289,114.191,114.115698,-0.4478,-1.504,2,2,97.08,0.31459,52.04,-9.9389,none,none,none,high,0.625,0.29973,0.59947,3,8,2,0,2,2,0,1,0,8,1,1,0,1,1,0,1,1,0,0,0,0,0,2,2,0,0,2,0
MAPK1,C1CCC(C(C1)[NH-])[NH-].C(=O)(C(=O)O)O.[Pt+2],Oxaliplatin,Oxaliplatin results in increased phosphorylation of and results in increased activity of MAPK1 protein,increases^activity|increases^phosphorylation,397.289,114.191,114.115698,-0.4478,-1.504,2,2,97.08,0.31459,52.04,-9.9389,none,none,none,high,0.625,0.29973,0.59947,3,8,2,0,2,2,0,1,0,8,1,1,0,1,1,0,1,1,0,0,0,0,0,2,2,0,0,2,0
MTOR,C1CCC(C(C1)[NH-])[NH-].C(=O)(C(=O)O)O.[Pt+2],Oxaliplatin,Oxaliplatin results in increased phosphorylation of MTOR protein,increases^phosphorylation,397.289,114.191,114.115698,-0.4478,-1.504,2,2,97.08,0.31459,52.04,-9.9389,none,none,none,high,0.625,0.29973,0.59947,3,8,2,0,2,2,0,1,0,8,1,1,0,1,1,0,1,1,0,0,0,0,0,2,2,0,0,2,0
SP1,C1CCC(C(C1)[NH-])[NH-].C(=O)(C(=O)O)O.[Pt+2],Oxaliplatin,Oxaliplatin inhibits the reaction [SP1 protein binds to DUT promoter],affects^binding|decreases^reaction,397.289,114.191,114.115698,-0.4478,-1.504,2,2,97.08,0.31459,52.04,-9.9389,none,none,none,high,0.625,0.29973,0.59947,3,8,2,0,2,2,0,1,0,8,1,1,0,1,1,0,1,1,0,0,0,0,0,2,2,0,0,2,0
TXN,C1CCC(C(C1)[NH-])[NH-].C(=O)(C(=O)O)O.[Pt+2],Oxaliplatin,Oxaliplatin results in decreased expression of TXN protein,decreases^expression,397.289,114.191,114.115698,-0.4478,-1.504,2,2,97.08,0.31459,52.04,-9.9389,none,none,none,high,0.625,0.29973,0.59947,3,8,2,0,2,2,0,1,0,8,1,1,0,1,1,0,1,1,0,0,0,0,0,2,2,0,0,2,0
TP53,C1CCC(C1)C(CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3,ruxolitinib,[ruxolitinib co-treated with Arsenic Trioxide] results in increased expression of TP53 mRNA,affects^cotreatment|increases^expression,306.372,306.372,306.159294,1.6767,-3.921,6,1,244.68,0.27518,83.18,-5.579,none,none,none,none,0.47826,0.39832,0.85592,1,23,6,0,6,1,4,4,14,7,4,1,3,1,1,3,1,1,0,0,0,3,0,0,0,0,5,0,0
TP53,C1CCC(C1)C(CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3,ruxolitinib,[ruxolitinib co-treated with Arsenic Trioxide] results in increased expression of TP53 protein,affects^cotreatment|increases^expression,306.372,306.372,306.159294,1.6767,-3.921,6,1,244.68,0.27518,83.18,-5.579,none,none,none,none,0.47826,0.39832,0.85592,1,23,6,0,6,1,4,4,14,7,4,1,3,1,1,3,1,1,0,0,0,3,0,0,0,0,5,0,0
MYC,C1CCC(C1)C(CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3,ruxolitinib,[ruxolitinib co-treated with Arsenic Trioxide] results in decreased expression of MYC mRNA,affects^cotreatment|decreases^expression,306.372,306.372,306.159294,1.6767,-3.921,6,1,244.68,0.27518,83.18,-5.579,none,none,none,none,0.47826,0.39832,0.85592,1,23,6,0,6,1,4,4,14,7,4,1,3,1,1,3,1,1,0,0,0,3,0,0,0,0,5,0,0
JUN,C1CCC(C1)C(CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3,ruxolitinib,ruxolitinib promotes the reaction [TNF protein affects the localization of JUN protein],affects^localization|increases^reaction,306.372,306.372,306.159294,1.6767,-3.921,6,1,244.68,0.27518,83.18,-5.579,none,none,none,none,0.47826,0.39832,0.85592,1,23,6,0,6,1,4,4,14,7,4,1,3,1,1,3,1,1,0,0,0,3,0,0,0,0,5,0,0
CDK2,C1CCC(C1)C(CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3,ruxolitinib,[ruxolitinib co-treated with Arsenic Trioxide] results in decreased expression of CDK2 mRNA,affects^cotreatment|decreases^expression,306.372,306.372,306.159294,1.6767,-3.921,6,1,244.68,0.27518,83.18,-5.579,none,none,none,none,0.47826,0.39832,0.85592,1,23,6,0,6,1,4,4,14,7,4,1,3,1,1,3,1,1,0,0,0,3,0,0,0,0,5,0,0
CCND1,C1CCC(C1)C(CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3,ruxolitinib,[ruxolitinib co-treated with Arsenic Trioxide] results in decreased expression of CCND1 mRNA,affects^cotreatment|decreases^expression,306.372,306.372,306.159294,1.6767,-3.921,6,1,244.68,0.27518,83.18,-5.579,none,none,none,none,0.47826,0.39832,0.85592,1,23,6,0,6,1,4,4,14,7,4,1,3,1,1,3,1,1,0,0,0,3,0,0,0,0,5,0,0
H2AX,C1CCC(C1)C(CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3,ruxolitinib,[Arsenic Trioxide co-treated with ruxolitinib] results in increased phosphorylation of H2AX protein,affects^cotreatment|increases^phosphorylation,306.372,306.372,306.159294,1.6767,-3.921,6,1,244.68,0.27518,83.18,-5.579,none,none,none,none,0.47826,0.39832,0.85592,1,23,6,0,6,1,4,4,14,7,4,1,3,1,1,3,1,1,0,0,0,3,0,0,0,0,5,0,0
ATM,C1CCC(C1)C(CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3,ruxolitinib,[ruxolitinib co-treated with Arsenic Trioxide] results in increased phosphorylation of ATM protein,affects^cotreatment|increases^phosphorylation,306.372,306.372,306.159294,1.6767,-3.921,6,1,244.68,0.27518,83.18,-5.579,none,none,none,none,0.47826,0.39832,0.85592,1,23,6,0,6,1,4,4,14,7,4,1,3,1,1,3,1,1,0,0,0,3,0,0,0,0,5,0,0
STAT3,C1CCC(C1)C(CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3,ruxolitinib,[ruxolitinib co-treated with Arsenic Trioxide] results in decreased phosphorylation of STAT3 protein,affects^cotreatment|decreases^phosphorylation,306.372,306.372,306.159294,1.6767,-3.921,6,1,244.68,0.27518,83.18,-5.579,none,none,none,none,0.47826,0.39832,0.85592,1,23,6,0,6,1,4,4,14,7,4,1,3,1,1,3,1,1,0,0,0,3,0,0,0,0,5,0,0
STAT3,C1CCC(C1)C(CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3,ruxolitinib,ruxolitinib inhibits the reaction [DDT results in increased phosphorylation of STAT3 protein],decreases^reaction|increases^phosphorylation,306.372,306.372,306.159294,1.6767,-3.921,6,1,244.68,0.27518,83.18,-5.579,none,none,none,none,0.47826,0.39832,0.85592,1,23,6,0,6,1,4,4,14,7,4,1,3,1,1,3,1,1,0,0,0,3,0,0,0,0,5,0,0
CHEK2,C1CCC(C1)C(CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3,ruxolitinib,[ruxolitinib co-treated with Arsenic Trioxide] results in increased phosphorylation of CHEK2 protein,affects^cotreatment|increases^phosphorylation,306.372,306.372,306.159294,1.6767,-3.921,6,1,244.68,0.27518,83.18,-5.579,none,none,none,none,0.47826,0.39832,0.85592,1,23,6,0,6,1,4,4,14,7,4,1,3,1,1,3,1,1,0,0,0,3,0,0,0,0,5,0,0
CCND1,C1CCC(C1)CC(C(=O)NC2=NC=C(C=C2)C(=O)O)N3C=C(N=C3)C(F)(F)F,6-(3-cyclopentyl-2-(4-(trifluoromethyl)-1H-imidazol-1-yl)propanamido)nicotinic acid,6-(3-cyclopentyl-2-(4-(trifluoromethyl)-1H-imidazol-1-yl)propanamido)nicotinic acid results in decreased expression of CCND1 protein,decreases^expression,396.368,396.368,396.140925,2.1061,-2.859,7,2,282.81,0.28093,97.11,-4.8268,none,none,none,none,0.5,0.45469,0.81859,1,28,10,0,10,1,7,3,11,9,3,1,2,1,1,2,1,1,0,0,0,2,1,0,0,0,3,1,1
CCNB1,C1CCC(C1)CC(C(=O)NC2=NC=C(C=C2)C(=O)O)N3C=C(N=C3)C(F)(F)F,6-(3-cyclopentyl-2-(4-(trifluoromethyl)-1H-imidazol-1-yl)propanamido)nicotinic acid,6-(3-cyclopentyl-2-(4-(trifluoromethyl)-1H-imidazol-1-yl)propanamido)nicotinic acid results in decreased expression of CCNB1 protein,decreases^expression,396.368,396.368,396.140925,2.1061,-2.859,7,2,282.81,0.28093,97.11,-4.8268,none,none,none,none,0.5,0.45469,0.81859,1,28,10,0,10,1,7,3,11,9,3,1,2,1,1,2,1,1,0,0,0,2,1,0,0,0,3,1,1
AKT1,C1CCC(C1)CC(C(=O)NC2=NC=C(C=C2)C(=O)O)N3C=C(N=C3)C(F)(F)F,6-(3-cyclopentyl-2-(4-(trifluoromethyl)-1H-imidazol-1-yl)propanamido)nicotinic acid,6-(3-cyclopentyl-2-(4-(trifluoromethyl)-1H-imidazol-1-yl)propanamido)nicotinic acid results in decreased phosphorylation of AKT1 protein,decreases^phosphorylation,396.368,396.368,396.140925,2.1061,-2.859,7,2,282.81,0.28093,97.11,-4.8268,none,none,none,none,0.5,0.45469,0.81859,1,28,10,0,10,1,7,3,11,9,3,1,2,1,1,2,1,1,0,0,0,2,1,0,0,0,3,1,1
H2AX,C1CCC(C1)CC(C(=O)NC2=NC=C(C=C2)C(=O)O)N3C=C(N=C3)C(F)(F)F,6-(3-cyclopentyl-2-(4-(trifluoromethyl)-1H-imidazol-1-yl)propanamido)nicotinic acid,6-(3-cyclopentyl-2-(4-(trifluoromethyl)-1H-imidazol-1-yl)propanamido)nicotinic acid results in increased expression of H2AX protein,increases^expression,396.368,396.368,396.140925,2.1061,-2.859,7,2,282.81,0.28093,97.11,-4.8268,none,none,none,none,0.5,0.45469,0.81859,1,28,10,0,10,1,7,3,11,9,3,1,2,1,1,2,1,1,0,0,0,2,1,0,0,0,3,1,1
TP53,C1CCC(CC1)(C2=CC=CC=C2)N3CCCCC3,Dust,Dust results in decreased expression of TP53 mRNA,decreases^expression,243.392,243.392,243.198699,4.1372,-3.467,1,0,204.57,0.017353,3.24,-0.43123,none,none,high,none,0.5,0.43194,0.66071,1,18,1,0,1,0,2,3,6,12,3,2,1,2,2,1,1,1,1,1,1,0,0,1,1,0,0,1,0
JUN,C1CCC(CC1)(C2=CC=CC=C2)N3CCCCC3,Dust,Dust results in increased expression of JUN mRNA,increases^expression,243.392,243.392,243.198699,4.1372,-3.467,1,0,204.57,0.017353,3.24,-0.43123,none,none,high,none,0.5,0.43194,0.66071,1,18,1,0,1,0,2,3,6,12,3,2,1,2,2,1,1,1,1,1,1,0,0,1,1,0,0,1,0
CCNB1,C1CCC(CC1)(C2=CC=CC=C2)N3CCCCC3,Dust,Dust results in decreased expression of CCNB1 mRNA,decreases^expression,243.392,243.392,243.198699,4.1372,-3.467,1,0,204.57,0.017353,3.24,-0.43123,none,none,high,none,0.5,0.43194,0.66071,1,18,1,0,1,0,2,3,6,12,3,2,1,2,2,1,1,1,1,1,1,0,0,1,1,0,0,1,0
CCNA2,C1CCC(CC1)(C2=CC=CC=C2)N3CCCCC3,Dust,Dust results in decreased expression of CCNA2 mRNA,decreases^expression,243.392,243.392,243.198699,4.1372,-3.467,1,0,204.57,0.017353,3.24,-0.43123,none,none,high,none,0.5,0.43194,0.66071,1,18,1,0,1,0,2,3,6,12,3,2,1,2,2,1,1,1,1,1,1,0,0,1,1,0,0,1,0
CDK4,C1CCC(CC1)(C2=CC=CC=C2)N3CCCCC3,Dust,Dust results in decreased expression of CDK4 mRNA,decreases^expression,243.392,243.392,243.198699,4.1372,-3.467,1,0,204.57,0.017353,3.24,-0.43123,none,none,high,none,0.5,0.43194,0.66071,1,18,1,0,1,0,2,3,6,12,3,2,1,2,2,1,1,1,1,1,1,0,0,1,1,0,0,1,0
MAPK14,C1CCC(CC1)(C2=CC=CC=C2)N3CCCCC3,Dust,Dust results in decreased expression of MAPK14 mRNA,decreases^expression,243.392,243.392,243.198699,4.1372,-3.467,1,0,204.57,0.017353,3.24,-0.43123,none,none,high,none,0.5,0.43194,0.66071,1,18,1,0,1,0,2,3,6,12,3,2,1,2,2,1,1,1,1,1,1,0,0,1,1,0,0,1,0
CDKN1A,C1CCC(CC1)(C2=CC=CC=C2)N3CCCCC3,Dust,Dust results in increased expression of CDKN1A mRNA,increases^expression,243.392,243.392,243.198699,4.1372,-3.467,1,0,204.57,0.017353,3.24,-0.43123,none,none,high,none,0.5,0.43194,0.66071,1,18,1,0,1,0,2,3,6,12,3,2,1,2,2,1,1,1,1,1,1,0,0,1,1,0,0,1,0
NFKB1,C1CCC(CC1)(C2=CC=CC=C2)N3CCCCC3,Dust,Dust results in increased expression of NFKB1 mRNA,increases^expression,243.392,243.392,243.198699,4.1372,-3.467,1,0,204.57,0.017353,3.24,-0.43123,none,none,high,none,0.5,0.43194,0.66071,1,18,1,0,1,0,2,3,6,12,3,2,1,2,2,1,1,1,1,1,1,0,0,1,1,0,0,1,0
FOS,C1CCC(CC1)(C2=CC=CC=C2)N3CCCCC3,Dust,Dust results in increased expression of FOS mRNA,increases^expression,243.392,243.392,243.198699,4.1372,-3.467,1,0,204.57,0.017353,3.24,-0.43123,none,none,high,none,0.5,0.43194,0.66071,1,18,1,0,1,0,2,3,6,12,3,2,1,2,2,1,1,1,1,1,1,0,0,1,1,0,0,1,0
IL6,C1CCC(CC1)(C2=CC=CC=C2)N3CCCCC3,Dust,Dust analog results in increased expression of IL6 mRNA,increases^expression,243.392,243.392,243.198699,4.1372,-3.467,1,0,204.57,0.017353,3.24,-0.43123,none,none,high,none,0.5,0.43194,0.66071,1,18,1,0,1,0,2,3,6,12,3,2,1,2,2,1,1,1,1,1,1,0,0,1,1,0,0,1,0
IL6,C1CCC(CC1)(C2=CC=CC=C2)N3CCCCC3,Dust,Dust results in increased expression of IL6 mRNA,increases^expression,243.392,243.392,243.198699,4.1372,-3.467,1,0,204.57,0.017353,3.24,-0.43123,none,none,high,none,0.5,0.43194,0.66071,1,18,1,0,1,0,2,3,6,12,3,2,1,2,2,1,1,1,1,1,1,0,0,1,1,0,0,1,0
IL6,C1CCC(CC1)(C2=CC=CC=C2)N3CCCCC3,Dust,Dust results in increased expression of IL6 protein,increases^expression,243.392,243.392,243.198699,4.1372,-3.467,1,0,204.57,0.017353,3.24,-0.43123,none,none,high,none,0.5,0.43194,0.66071,1,18,1,0,1,0,2,3,6,12,3,2,1,2,2,1,1,1,1,1,1,0,0,1,1,0,0,1,0
IL6,C1CCC(CC1)(C2=CC=CC=C2)N3CCCCC3,Dust,Dust results in increased secretion of IL6 protein,increases^secretion,243.392,243.392,243.198699,4.1372,-3.467,1,0,204.57,0.017353,3.24,-0.43123,none,none,high,none,0.5,0.43194,0.66071,1,18,1,0,1,0,2,3,6,12,3,2,1,2,2,1,1,1,1,1,1,0,0,1,1,0,0,1,0
MAPK1,C1CCC(CC1)(C2=CC=CC=C2)N3CCCCC3,Dust,Dust results in decreased expression of MAPK1 mRNA,decreases^expression,243.392,243.392,243.198699,4.1372,-3.467,1,0,204.57,0.017353,3.24,-0.43123,none,none,high,none,0.5,0.43194,0.66071,1,18,1,0,1,0,2,3,6,12,3,2,1,2,2,1,1,1,1,1,1,0,0,1,1,0,0,1,0
TGFB1,C1CCC(CC1)(C2=CC=CC=C2)N3CCCCC3,Dust,Dust results in increased expression of TGFB1 protein,increases^expression,243.392,243.392,243.198699,4.1372,-3.467,1,0,204.57,0.017353,3.24,-0.43123,none,none,high,none,0.5,0.43194,0.66071,1,18,1,0,1,0,2,3,6,12,3,2,1,2,2,1,1,1,1,1,1,0,0,1,1,0,0,1,0
HMGA2,C1CCC(CC1)(C2=CC=CC=C2)N3CCCCC3,Dust,Dust results in decreased expression of HMGA2 mRNA,decreases^expression,243.392,243.392,243.198699,4.1372,-3.467,1,0,204.57,0.017353,3.24,-0.43123,none,none,high,none,0.5,0.43194,0.66071,1,18,1,0,1,0,2,3,6,12,3,2,1,2,2,1,1,1,1,1,1,0,0,1,1,0,0,1,0
MTOR,C1CCC(CC1)(CC(=O)O)CN,Gabapentin,Gabapentin results in decreased expression of MTOR mRNA,decreases^expression,171.239,171.239,171.125929,-1.2204,-1.801,3,2,139.35,0.29717,63.32,-5.2429,none,none,none,none,0.58333,0.62591,0.58275,1,12,3,0,3,0,3,1,0,10,1,1,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1
MTOR,C1CCC(CC1)C(CC2CCCCN2)C3CCCCC3,Perhexiline,Perhexiline inhibits the reaction [MTOR protein results in increased phosphorylation of EIF4EBP1 protein],decreases^reaction|increases^phosphorylation,277.494,277.494,277.276949,4.8845,-4.855,1,1,240.86,0.04758,12.03,-1.5441,none,none,none,none,0.5,0.47652,0.59852,1,20,1,0,1,1,4,3,0,20,3,2,1,3,3,0,2,2,0,1,1,0,0,1,1,0,0,1,0
EIF4EBP1,C1CCC(CC1)C(CC2CCCCN2)C3CCCCC3,Perhexiline,Perhexiline inhibits the reaction [MTOR protein results in increased phosphorylation of EIF4EBP1 protein],decreases^reaction|increases^phosphorylation,277.494,277.494,277.276949,4.8845,-4.855,1,1,240.86,0.04758,12.03,-1.5441,none,none,none,none,0.5,0.47652,0.59852,1,20,1,0,1,1,4,3,0,20,3,2,1,3,3,0,2,2,0,1,1,0,0,1,1,0,0,1,0
EIF4EBP1,C1CCC(CC1)C(CC2CCCCN2)C3CCCCC3,Perhexiline,Perhexiline promotes the reaction [EIF4E protein binds to EIF4EBP1 protein],affects^binding|increases^reaction,277.494,277.494,277.276949,4.8845,-4.855,1,1,240.86,0.04758,12.03,-1.5441,none,none,none,none,0.5,0.47652,0.59852,1,20,1,0,1,1,4,3,0,20,3,2,1,3,3,0,2,2,0,1,1,0,0,1,1,0,0,1,0
CDK1,C1CCC(CC1)COC2=NC(=NC3=C2NC=N3)N,NU2058,NU2058 results in decreased activity of CDK1 protein,decreases^activity,247.301,247.301,247.14331,1.7029,-4.184,6,2,193.79,0.37241,89.71,-4.7502,high,high,low,none,0.55556,0.28716,0.75832,1,18,6,0,6,0,3,3,9,8,3,1,2,1,1,2,1,1,0,0,0,2,0,1,0,1,4,1,0
CDK2,C1CCC(CC1)COC2=NC(=NC3=C2NC=N3)N,NU2058,NU2058 results in decreased activity of CDK2 protein,decreases^activity,247.301,247.301,247.14331,1.7029,-4.184,6,2,193.79,0.37241,89.71,-4.7502,high,high,low,none,0.55556,0.28716,0.75832,1,18,6,0,6,0,3,3,9,8,3,1,2,1,1,2,1,1,0,0,0,2,0,1,0,1,4,1,0
RB1,C1CCC(CC1)COC2=NC(=NC3=C2NC=N3)N,NU2058,NU2058 results in decreased phosphorylation of RB1 protein,decreases^phosphorylation,247.301,247.301,247.14331,1.7029,-4.184,6,2,193.79,0.37241,89.71,-4.7502,high,high,low,none,0.55556,0.28716,0.75832,1,18,6,0,6,0,3,3,9,8,3,1,2,1,1,2,1,1,0,0,0,2,0,1,0,1,4,1,0
CDKN1B,C1CCC(CC1)COC2=NC(=NC3=C2NC=N3)N,NU2058,NU2058 results in increased expression of CDKN1B protein,increases^expression,247.301,247.301,247.14331,1.7029,-4.184,6,2,193.79,0.37241,89.71,-4.7502,high,high,low,none,0.55556,0.28716,0.75832,1,18,6,0,6,0,3,3,9,8,3,1,2,1,1,2,1,1,0,0,0,2,0,1,0,1,4,1,0
RELA,C1CCC(CC1)N(CC2=CC=CC=C2)C(=O)C3=CC=C(C=C3)Cl,FPS-ZM1,FPS-ZM1 inhibits the reaction [APP protein modified form results in increased phosphorylation of RELA protein],decreases^reaction|increases^phosphorylation,327.854,327.854,327.138991,4.9447,-4.892,2,0,258.05,0.06429,20.31,-2.1395,none,none,none,none,0.52174,0.54424,0.7177,1,23,3,0,3,0,4,3,12,7,3,3,0,1,1,2,1,1,2,0,0,0,1,0,0,0,0,0,0
TP53,C1CCC(CC1)N2C(=NN=N2)CCCCOC3=CC4=C(C=C3)NC(=O)CC4,Cilostazol,Cilostazol results in increased expression of TP53 protein,increases^expression,369.467,369.467,369.216475,3.3233,-3.701,7,1,294.57,0.25216,81.93,-6.8717,none,none,none,none,0.66667,0.44014,0.77436,1,27,7,0,7,0,7,4,11,13,4,2,2,1,2,2,1,1,1,0,1,1,1,0,0,0,4,0,0
MYC,C1CCC(CC1)N2C(=NN=N2)CCCCOC3=CC4=C(C=C3)NC(=O)CC4,Cilostazol,[Meloxicam co-treated with Cilostazol] results in decreased expression of MYC protein,affects^cotreatment|decreases^expression,369.467,369.467,369.216475,3.3233,-3.701,7,1,294.57,0.25216,81.93,-6.8717,none,none,none,none,0.66667,0.44014,0.77436,1,27,7,0,7,0,7,4,11,13,4,2,2,1,2,2,1,1,1,0,1,1,1,0,0,0,4,0,0
CCNA2,C1CCC(CC1)N2C(=NN=N2)CCCCOC3=CC4=C(C=C3)NC(=O)CC4,Cilostazol,Cilostazol results in decreased expression of CCNA2 protein,decreases^expression,369.467,369.467,369.216475,3.3233,-3.701,7,1,294.57,0.25216,81.93,-6.8717,none,none,none,none,0.66667,0.44014,0.77436,1,27,7,0,7,0,7,4,11,13,4,2,2,1,2,2,1,1,1,0,1,1,1,0,0,0,4,0,0
AKT1,C1CCC(CC1)N2C(=NN=N2)CCCCOC3=CC4=C(C=C3)NC(=O)CC4,Cilostazol,Cilostazol inhibits the reaction [TNF results in decreased phosphorylation of AKT1 protein],decreases^phosphorylation|decreases^reaction,369.467,369.467,369.216475,3.3233,-3.701,7,1,294.57,0.25216,81.93,-6.8717,none,none,none,none,0.66667,0.44014,0.77436,1,27,7,0,7,0,7,4,11,13,4,2,2,1,2,2,1,1,1,0,1,1,1,0,0,0,4,0,0
